metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
traefik_meshh.config.last_reload.failure,gauge,,,,The last config reload failure,0,traefik_meshh,,,
traefik_meshh.config.last_reload.success,gauge,,,,The last config reload success,0,traefik_meshh,,,
traefik_meshh.config.reloads.count,count,,,,The total count of configuration reloads,0,traefik_meshh,,,
traefik_meshh.config.reloads.failure.count,count,,,,The total count of configuration reload failures,0,traefik_meshh,,,
traefik_meshh.entrypoint.open_connections,gauge,,,,The current count of open connections on an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.request.duration.seconds.bucket,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.request.duration.seconds.count,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.request.duration.seconds.sum,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.requests.bytes.count,count,,,,The total size of HTTP requests in bytes handled by an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.requests.count,count,,,,The total count of HTTP requests received by an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.requests.tls.count,count,,,,The total count of HTTPS requests received by an entrypoint,0,traefik_meshh,,,
traefik_meshh.entrypoint.responses.bytes.count,count,,,,The total size of HTTP responses in bytes handled by an entrypoint,0,traefik_meshh,,,
traefik_meshh.go.gc.duration.seconds.count,count,,second,,The summary count of garbage collection cycles in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.gc.duration.seconds.quantile,gauge,,second,,The summary of the pause duration of garbage collection cycles in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.gc.duration.seconds.sum,count,,second,,The sum of the pause duration of garbage collection cycles in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.goroutines,gauge,,,,The number of goroutines that currently exist in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.info,gauge,,,,A metric containing the Go version as a tag,0,traefik_meshh,,,
traefik_meshh.go.memstats.alloc_bytes,gauge,,byte,,The number of bytes allocated and still in use by the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.alloc_bytes.count,count,,byte,,The total number of bytes allocated - even if freed - for the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.buck_hash.sys_bytes,gauge,,byte,,The number of bytes used by the profiling bucket hash table in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.frees.count,count,,,,The total number of frees in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.gc.cpu_fraction,gauge,,fraction,,The fraction of this program's available CPU time used by the GC since the program started in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.gc.sys_bytes,gauge,,byte,,The number of bytes used for garbage collection system metadata in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.alloc_bytes,gauge,,byte,,The number of heap bytes allocated and still in use in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.idle_bytes,gauge,,byte,,The number of heap bytes waiting to be used in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.inuse_bytes,gauge,,byte,,The number of heap bytes that are in use in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.objects,gauge,,object,,The number of allocated objects in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.released_bytes,gauge,,byte,,The number of heap bytes released to the OS in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.heap.sys_bytes,gauge,,byte,,The number of heap bytes obtained from system in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.last_gc_time.seconds,gauge,,,,The number of seconds since 1970 of last garbage collection in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.lookups.count,count,,,,The number of pointer lookups,0,traefik_meshh,,,
traefik_meshh.go.memstats.mallocs.count,count,,,,The number of mallocs,0,traefik_meshh,,,
traefik_meshh.go.memstats.mcache.inuse_bytes,gauge,,byte,,The number of bytes in use by mcache structures in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.mcache.sys_bytes,gauge,,byte,,The number of bytes used for mcache structures obtained from system in the Traefik Mesh instance,0,traefik_meshh,,,
traefik_meshh.go.memstats.mspan.inuse_bytes,gauge,,byte,,The number of bytes in use by mspan structures in the Traefik Mesh instance,0,traefik_meshh,,,
