metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.events.InterfacePrometheusSendBytes,InterfacePrometheusSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.KafkaRowsRejected,KafkaRowsRejected,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.KafkaRowsWritten,KafkaRowsWritten,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.MutatedRows,MutatedRows,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.NetworkReceiveBytes,NetworkReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.NetworkSendBytes,NetworkSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.metrics.MMappedFileBytes,MMappedFileBytes,system.metrics,FREE,PERFORMANCE,throughput_performance
clickhouse.asynchronous_metrics.FilesystemCacheBytes,FilesystemCacheBytes,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.FilesystemCacheCapacity,FilesystemCacheCapacity,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.FilesystemCacheFiles,FilesystemCacheFiles,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.OSMemoryBuffers,OSMemoryBuffers,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.OSMemoryCached,OSMemoryCached,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.OSMemoryFreePlusCached,OSMemoryFreePlusCached,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.OSMemoryFreeWithoutCached,OSMemoryFreeWithoutCached,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.asynchronous_metrics.OSMemorySwapCached,OSMemorySwapCached,system.asynchronous_metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.CacheWarmerBytesDownloaded,CacheWarmerBytesDownloaded,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.CacheWarmerDataPartsDownloaded,CacheWarmerDataPartsDownloaded,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.DistrCacheMakeRequestErrors,DistrCacheMakeRequestErrors,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.DistrCacheReceiveResponseErrors,DistrCacheReceiveResponseErrors,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.DistrCacheReconnectsAfterTimeout,DistrCacheReconnectsAfterTimeout,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheBackgroundDownloadQueuePush,FilesystemCacheBackgroundDownloadQueuePush,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheBackgroundEvictedBytes,FilesystemCacheBackgroundEvictedBytes,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheBackgroundEvictedFileSegments,FilesystemCacheBackgroundEvictedFileSegments,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheCreatedKeyDirectories,FilesystemCacheCreatedKeyDirectories,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheEvictedBytes,FilesystemCacheEvictedBytes,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheEvictedFileSegments,FilesystemCacheEvictedFileSegments,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheFailToReserveSpaceBecauseOfCacheResize,FilesystemCacheFailToReserveSpaceBecauseOfCacheResize,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheHoldFileSegments,FilesystemCacheHoldFileSegments,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheReserveAttempts,FilesystemCacheReserveAttempts,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.FilesystemCacheUnusedHoldFileSegments,FilesystemCacheUnusedHoldFileSegments,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.MetadataFromKeeperCacheHit,MetadataFromKeeperCacheHit,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.MetadataFromKeeperCacheMiss,MetadataFromKeeperCacheMiss,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.MetadataFromKeeperUpdateCacheOneLevel,MetadataFromKeeperUpdateCacheOneLevel,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.SharedMergeTreeMetadataCacheHintLoadedFromCache,SharedMergeTreeMetadataCacheHintLoadedFromCache,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.StorageBufferErrorOnFlush,StorageBufferErrorOnFlush,system.events,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheDelayedCleanupElements,FilesystemCacheDelayedCleanupElements,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheDownloadQueueElements,FilesystemCacheDownloadQueueElements,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheElements,FilesystemCacheElements,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheHoldFileSegments,FilesystemCacheHoldFileSegments,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheKeys,FilesystemCacheKeys,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheSize,FilesystemCacheSize,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.FilesystemCacheSizeLimit,FilesystemCacheSizeLimit,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.metrics.MetadataFromKeeperCacheObjects,MetadataFromKeeperCacheObjects,system.metrics,PAID,DIAGNOSTICS,cache_performance
clickhouse.events.AzureUpload,AzureUpload,system.events,PAID,DIAGNOSTICS,cloud_storage_performance
clickhouse.events.MetadataFromKeeperBackgroundCleanupObjects,MetadataFromKeeperBackgroundCleanupObjects,system.events,PAID,DIAGNOSTICS,cloud_storage_performance
clickhouse.events.ObjectStorageQueueFailedFiles,ObjectStorageQueueFailedFiles,system.events,PAID,DIAGNOSTICS,cloud_storage_performance
clickhouse.events.ObjectStorageQueueFailedToBatchSetProcessing,ObjectStorageQueueFailedToBatchSetProcessing,system.events,PAID,DIAGNOSTICS,cloud_storage_performance
clickhouse.events.ObjectStorageQueueTrySetProcessingFailed,ObjectStorageQueueTrySetProcessingFailed,system.events,PAID,DIAGNOSTICS,cloud_storage_performance
clickhouse.asynchronous_metrics.NetworkTCPReceiveQueue,NetworkTCPReceiveQueue,system.asynchronous_metrics,PAID,DIAGNOSTICS,connection_performance
clickhouse.asynchronous_metrics.NetworkTCPSockets,NetworkTCPSockets,system.asynchronous_metrics,PAID,DIAGNOSTICS,connection_performance
clickhouse.asynchronous_metrics.NetworkTCPTransmitQueue,NetworkTCPTransmitQueue,system.asynchronous_metrics,PAID,DIAGNOSTICS,connection_performance
clickhouse.asynchronous_metrics.NetworkTCPUnrecoveredRetransmits,NetworkTCPUnrecoveredRetransmits,system.asynchronous_metrics,PAID,DIAGNOSTICS,connection_performance
clickhouse.errors.ABORTED,ABORTED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_DENIED,ACCESS_DENIED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_ENTITY_ALREADY_EXISTS,ACCESS_ENTITY_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_ENTITY_NOT_FOUND,ACCESS_ENTITY_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_STORAGE_DOESNT_ALLOW_BACKUP,ACCESS_STORAGE_DOESNT_ALLOW_BACKUP,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_STORAGE_FOR_INSERTION_NOT_FOUND,ACCESS_STORAGE_FOR_INSERTION_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ACCESS_STORAGE_READONLY,ACCESS_STORAGE_READONLY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AGGREGATE_FUNCTION_DOESNT_ALLOW_PARAMETERS,AGGREGATE_FUNCTION_DOESNT_ALLOW_PARAMETERS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AGGREGATE_FUNCTION_THROW,AGGREGATE_FUNCTION_THROW,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AIO_READ_ERROR,AIO_READ_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AIO_WRITE_ERROR,AIO_WRITE_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ALIAS_REQUIRED,ALIAS_REQUIRED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ALL_CONNECTION_TRIES_FAILED,ALL_CONNECTION_TRIES_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ALL_REPLICAS_ARE_STALE,ALL_REPLICAS_ARE_STALE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ALL_REPLICAS_LOST,ALL_REPLICAS_LOST,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ALTER_OF_COLUMN_IS_FORBIDDEN,ALTER_OF_COLUMN_IS_FORBIDDEN,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AMBIGUOUS_COLUMN_NAME,AMBIGUOUS_COLUMN_NAME,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AMBIGUOUS_IDENTIFIER,AMBIGUOUS_IDENTIFIER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ARGUMENT_OUT_OF_BOUND,ARGUMENT_OUT_OF_BOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ARROWFLIGHT_CONNECTION_FAILURE,ARROWFLIGHT_CONNECTION_FAILURE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ARROWFLIGHT_FETCH_SCHEMA_ERROR,ARROWFLIGHT_FETCH_SCHEMA_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ARROWFLIGHT_INTERNAL_ERROR,ARROWFLIGHT_INTERNAL_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ARROWFLIGHT_WRITE_ERROR,ARROWFLIGHT_WRITE_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ASYNC_LOAD_CANCELED,ASYNC_LOAD_CANCELED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ASYNC_LOAD_CYCLE,ASYNC_LOAD_CYCLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ASYNC_LOAD_FAILED,ASYNC_LOAD_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ASYNC_LOAD_WAIT_FAILED,ASYNC_LOAD_WAIT_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ATOMIC_RENAME_FAIL,ATOMIC_RENAME_FAIL,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.ATTEMPT_TO_READ_AFTER_EOF,ATTEMPT_TO_READ_AFTER_EOF,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AUTHENTICATION_FAILED,AUTHENTICATION_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AVRO_EXCEPTION,AVRO_EXCEPTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AWS_ERROR,AWS_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.AZURE_BLOB_STORAGE_ERROR,AZURE_BLOB_STORAGE_ERROR,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_ALREADY_EXISTS,BACKUP_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_DAMAGED,BACKUP_DAMAGED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_ENGINE_NOT_FOUND,BACKUP_ENGINE_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_ENTRY_ALREADY_EXISTS,BACKUP_ENTRY_ALREADY_EXISTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_ENTRY_NOT_FOUND,BACKUP_ENTRY_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_IS_EMPTY,BACKUP_IS_EMPTY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_NOT_FOUND,BACKUP_NOT_FOUND,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BACKUP_VERSION_NOT_SUPPORTED,BACKUP_VERSION_NOT_SUPPORTED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_ARGUMENTS,BAD_ARGUMENTS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_COLLATION,BAD_COLLATION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_DATABASE_FOR_TEMPORARY_TABLE,BAD_DATABASE_FOR_TEMPORARY_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_DATA_PART_NAME,BAD_DATA_PART_NAME,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_FILE_TYPE,BAD_FILE_TYPE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_GET,BAD_GET,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_ODBC_CONNECTION_STRING,BAD_ODBC_CONNECTION_STRING,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_QUERY_PARAMETER,BAD_QUERY_PARAMETER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_REQUEST_PARAMETER,BAD_REQUEST_PARAMETER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_SIZE_OF_FILE_IN_DATA_PART,BAD_SIZE_OF_FILE_IN_DATA_PART,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_TTL_EXPRESSION,BAD_TTL_EXPRESSION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_TTL_FILE,BAD_TTL_FILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BAD_TYPE_OF_FIELD,BAD_TYPE_OF_FIELD,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BROKEN_PROJECTION,BROKEN_PROJECTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BROTLI_READ_FAILED,BROTLI_READ_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BROTLI_WRITE_FAILED,BROTLI_WRITE_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BUZZHOUSE,BUZZHOUSE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BZIP2_STREAM_DECODER_FAILED,BZIP2_STREAM_DECODER_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.BZIP2_STREAM_ENCODER_FAILED,BZIP2_STREAM_ENCODER_FAILED,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CACHE_DICTIONARY_UPDATE_FAIL,CACHE_DICTIONARY_UPDATE_FAIL,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_ADD_DIFFERENT_AGGREGATE_STATES,CANNOT_ADD_DIFFERENT_AGGREGATE_STATES,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_ADVISE,CANNOT_ADVISE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_ALLOCATE_MEMORY,CANNOT_ALLOCATE_MEMORY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_APPEND_TO_FILE,CANNOT_APPEND_TO_FILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_APPLY_CATBOOST_MODEL,CANNOT_APPLY_CATBOOST_MODEL,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_ASSIGN_ALTER,CANNOT_ASSIGN_ALTER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_ASSIGN_OPTIMIZE,CANNOT_ASSIGN_OPTIMIZE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_BACKUP_TABLE,CANNOT_BACKUP_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_BIND_RABBITMQ_EXCHANGE,CANNOT_BIND_RABBITMQ_EXCHANGE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_BLOCK_SIGNAL,CANNOT_BLOCK_SIGNAL,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CLOCK_GETTIME,CANNOT_CLOCK_GETTIME,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CLOSE_FILE,CANNOT_CLOSE_FILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_COMMIT_OFFSET,CANNOT_COMMIT_OFFSET,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_COMPILE_CODE,CANNOT_COMPILE_CODE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_COMPILE_REGEXP,CANNOT_COMPILE_REGEXP,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_COMPRESS,CANNOT_COMPRESS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CONNECT_NATS,CANNOT_CONNECT_NATS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CONNECT_RABBITMQ,CANNOT_CONNECT_RABBITMQ,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CONVERT_CHARSET,CANNOT_CONVERT_CHARSET,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CONVERT_TYPE,CANNOT_CONVERT_TYPE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_CHARSET_CONVERTER,CANNOT_CREATE_CHARSET_CONVERTER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_CHILD_PROCESS,CANNOT_CREATE_CHILD_PROCESS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_DATABASE,CANNOT_CREATE_DATABASE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_DIRECTORY,CANNOT_CREATE_DIRECTORY,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_FILE,CANNOT_CREATE_FILE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_IO_BUFFER,CANNOT_CREATE_IO_BUFFER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_RABBITMQ_QUEUE_BINDING,CANNOT_CREATE_RABBITMQ_QUEUE_BINDING,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_RECURSIVE_FUNCTION,CANNOT_CREATE_RECURSIVE_FUNCTION,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_CREATE_TIMER,CANNOT_CREATE_TIMER,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_DECLARE_RABBITMQ_EXCHANGE,CANNOT_DECLARE_RABBITMQ_EXCHANGE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_DECOMPRESS,CANNOT_DECOMPRESS,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_DETACH_DICTIONARY_AS_TABLE,CANNOT_DETACH_DICTIONARY_AS_TABLE,system.errors,PAID,DIAGNOSTICS,error_diagnostics
clickhouse.errors.CANNOT_DETECT_FORMAT,CANNOT_DETECT_FORMAT,system.errors,PAID,DIAGNOSTICS,error_diagnostics
