metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
anthropic.messages.cache_creation.ephemeral_1h_input_tokens,count,,token,,Input tokens used during ephemeral 1 hour cache creation.,0,anthropic_usage_and_costs,cache creation ephemeral 1h input tokens,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
anthropic.messages.cache_creation.ephemeral_5m_input_tokens,count,,token,,Input tokens used during ephemeral 5 minute cache creation.,0,anthropic_usage_and_costs,cache creation ephemeral 5m input tokens,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
anthropic.messages.cache_read_input_tokens,count,,token,,Input tokens retrieved from Anthropic cache reads.,0,anthropic_usage_and_costs,cache read input tokens,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
anthropic.messages.input_tokens,count,,token,,Uncached input tokens reported by Anthropic usage APIs.,0,anthropic_usage_and_costs,input tokens,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
anthropic.messages.output_tokens,count,,token,,Output tokens reported by Anthropic usage APIs.,0,anthropic_usage_and_costs,output tokens,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
anthropic.messages.server_tool_use.web_search_requests,count,,request,,Web search requests triggered by Anthropic server tool use.,0,anthropic_usage_and_costs,server tool use web search requests,,"api_key_id,api_key_name,context_window,inference_geo,model,model_id,org_id,org_name,org_type,product,service_tier,speed,user_email,user_id,user_name,workspace_id,workspace_name"
claude_code.commits,gauge,,commit,,Number of commits made by Claude Code per day.,0,anthropic_usage_and_costs,claude code commits,,"actor_api_key_name,actor_email,actor_type,customer_type,source,terminal_type"
claude_code.estimated_cost,gauge,,dollar,,Estimated cost of Claude Code usage in USD per day.,0,anthropic_usage_and_costs,claude code estimated cost,,"actor_api_key_name,actor_email,actor_type,customer_type,model,source,terminal_type"
claude_code.lines_of_code.added,gauge,,,,Lines of code added by Claude Code per day.,0,anthropic_usage_and_costs,claude code lines added,,"actor_api_key_name,actor_email,actor_type,customer_type,source,terminal_type"
claude_code.lines_of_code.removed,gauge,,,,Lines of code removed by Claude Code per day.,0,anthropic_usage_and_costs,claude code lines removed,,"actor_api_key_name,actor_email,actor_type,customer_type,source,terminal_type"
claude_code.pull_requests,gauge,,,,Number of pull requests created by Claude Code per day.,0,anthropic_usage_and_costs,claude code pull requests,,"actor_api_key_name,actor_email,actor_type,customer_type,source,terminal_type"
claude_code.sessions,gauge,,session,,Number of Claude Code sessions per day.,0,anthropic_usage_and_costs,claude code sessions,,"actor_api_key_name,actor_email,actor_type,customer_type,source,terminal_type"
claude_code.tokens.cache_creation,gauge,,token,,Cache creation input tokens used by Claude Code per day.,0,anthropic_usage_and_costs,claude code cache creation tokens,,"actor_api_key_name,actor_email,actor_type,customer_type,model,source,terminal_type"
claude_code.tokens.cache_read,gauge,,token,,Cache read input tokens used by Claude Code per day.,0,anthropic_usage_and_costs,claude code cache read tokens,,"actor_api_key_name,actor_email,actor_type,customer_type,model,source,terminal_type"
claude_code.tokens.input,gauge,,token,,Input tokens used by Claude Code per day.,0,anthropic_usage_and_costs,claude code input tokens,,"actor_api_key_name,actor_email,actor_type,customer_type,model,source,terminal_type"
claude_code.tokens.output,gauge,,token,,Output tokens generated by Claude Code per day.,0,anthropic_usage_and_costs,claude code output tokens,,"actor_api_key_name,actor_email,actor_type,customer_type,model,source,terminal_type"
