metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
sap_hana.backup.latest,gauge,,second,,The time elapsed since the latest database backup was completed.,-1,sap_hana,,
sap_hana.connection.empty,gauge,,connection,,Historic connections that are removed after a period of time.,0,sap_hana,,
sap_hana.connection.idle,gauge,,connection,,The current number of idle connections.,0,sap_hana,,
sap_hana.connection.open,gauge,,connection,,The current number of connections.,0,sap_hana,,
sap_hana.connection.queuing,gauge,,connection,,The current number of queued connections.,0,sap_hana,,
sap_hana.connection.running,gauge,,connection,,The current number of running connections.,0,sap_hana,,
sap_hana.cpu.service.utilized,gauge,,percent,,The CPU utilization of services as a percentage.,0,sap_hana,,
sap_hana.disk.free,gauge,,byte,,The total free size of the disk in bytes.,1,sap_hana,,
sap_hana.disk.size,gauge,,byte,,The total size of the disk in bytes.,0,sap_hana,,
sap_hana.disk.used,gauge,,byte,,The total used size of the disk in bytes.,-1,sap_hana,,
sap_hana.disk.utilized,gauge,,percent,,The utilization of the disk as a percentage.,-1,sap_hana,,
sap_hana.file.service.open,gauge,,file,,The number of open files.,-1,sap_hana,,
sap_hana.license.expiration,gauge,,second,,The time until license expiration.,1,sap_hana,,
sap_hana.license.size,gauge,,gibibyte,,The total size of the license in gibibytes.,0,sap_hana,,
sap_hana.license.usable,gauge,,gibibyte,,The total usable size of the license in gibibytes.,1,sap_hana,,
sap_hana.license.used,gauge,,gibibyte,,The total used size of the license in gibibytes.,-1,sap_hana,,
sap_hana.license.utilized,gauge,,percent,,The utilization of the license as a percentage.,-1,sap_hana,,
sap_hana.memory.row_store.free,gauge,,byte,,The total free amount of row store memory in bytes.,1,sap_hana,,
sap_hana.memory.row_store.total,gauge,,byte,,The total amount of row store memory in bytes.,0,sap_hana,,
sap_hana.memory.row_store.used,gauge,,byte,,The total used amount of row store memory in bytes.,-1,sap_hana,,
sap_hana.memory.row_store.utilized,gauge,,percent,,The utilization of row store memory as a percentage.,-1,sap_hana,,
sap_hana.memory.service.compactor.free,gauge,,byte,,The total free part of the service memory pool that can potentially be freed on memory shortage in bytes.,1,sap_hana,,
sap_hana.memory.service.compactor.total,gauge,,byte,,The total part of the service memory pool that can potentially be freed on memory shortage in bytes.,0,sap_hana,,
sap_hana.memory.service.compactor.used,gauge,,byte,,The total used part of the service memory pool that can potentially be freed on memory shortage in bytes.,-1,sap_hana,,
sap_hana.memory.service.compactor.utilized,gauge,,percent,,The utilization of the part of the service memory pool that can potentially be freed on memory shortage as a percentage.,-1,sap_hana,,
sap_hana.memory.service.component.used,gauge,,byte,,The total used amount of memory by service components in bytes.,-1,sap_hana,,
sap_hana.memory.service.heap.free,gauge,,byte,,The total free amount of service heap memory in bytes.,1,sap_hana,,
sap_hana.memory.service.heap.total,gauge,,byte,,The total amount of service heap memory in bytes.,0,sap_hana,,
sap_hana.memory.service.heap.used,gauge,,byte,,The total used amount of service heap memory in bytes.,-1,sap_hana,,
sap_hana.memory.service.heap.utilized,gauge,,percent,,The utilization of service heap memory as a percentage.,-1,sap_hana,,
sap_hana.memory.service.overall.free,gauge,,byte,,The total free amount of service memory in bytes.,1,sap_hana,,
sap_hana.memory.service.overall.physical.total,gauge,,byte,,The total amount of service physical RAM in bytes.,0,sap_hana,,
sap_hana.memory.service.overall.total,gauge,,byte,,The total amount of service memory in bytes.,0,sap_hana,,
sap_hana.memory.service.overall.used,gauge,,byte,,The total used amount of service memory in bytes.,-1,sap_hana,,
sap_hana.memory.service.overall.utilized,gauge,,percent,,The utilization of service memory as a percentage.,-1,sap_hana,,
sap_hana.memory.service.overall.virtual.total,gauge,,byte,,The total amount of service virtual RAM in bytes.,0,sap_hana,,
sap_hana.memory.service.shared.free,gauge,,byte,,The total free amount of service shared memory in bytes.,1,sap_hana,,
sap_hana.memory.service.shared.total,gauge,,byte,,The total amount of service shared memory in bytes.,0,sap_hana,,
sap_hana.memory.service.shared.used,gauge,,byte,,The total used amount of service shared memory in bytes.,-1,sap_hana,,
sap_hana.memory.service.shared.utilized,gauge,,percent,,The utilization of service shared memory as a percentage.,-1,sap_hana,,
sap_hana.network.service.request.active,gauge,,request,,The number of active requests to services.,0,sap_hana,,
sap_hana.network.service.request.external.total_finished,count,,request,,The number of completed external requests to services.,0,sap_hana,,
