metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
riak.memory_atom,gauge,,byte,,Total amount of memory currently allocated for atom storage,-1,riak,mem atom,
riak.memory_atom_used,gauge,,byte,,Total amount of memory currently used for atom storage,-1,riak,mem atom used,
riak.memory_binary,gauge,,byte,,Total amount of memory used for binaries,-1,riak,mem bin,
riak.memory_code,gauge,,byte,,Total amount of memory allocated for Erlang code,-1,riak,mem code,
riak.memory_ets,gauge,,byte,,Total memory allocated for Erlang Term Storage,-1,riak,mem ets,
riak.memory_processes,gauge,,byte,,Total amount of memory allocated for Erlang processes,-1,riak,mem proc,
riak.memory_processes_used,gauge,,byte,,Total amount of memory used by Erlang processes,-1,riak,mem proc used,
riak.memory_total,gauge,,byte,,Total allocated memory (sum of processes and system),-1,riak,mem total,
riak.node_get_fsm_active_60s,gauge,,,,Number of active GET FSMs,0,riak,get fsm active,
riak.node_get_fsm_in_rate,gauge,,,,Average number of GET FSMs enqueued by Sidejob,0,riak,get fsm in,
riak.node_get_fsm_objsize_100,gauge,,byte,,Object size encountered by this node,-1,riak,get objsize 100,
riak.node_get_fsm_objsize_95,gauge,,byte,,Object size encountered by this node,-1,riak,get objsize 95,
riak.node_get_fsm_objsize_99,gauge,,byte,,Object size encountered by this node,-1,riak,get objsize 99,
riak.node_get_fsm_objsize_mean,gauge,,byte,,Object size encountered by this node,-1,riak,get objsize mean,
riak.node_get_fsm_objsize_median,gauge,,byte,,Object size encountered by this node,-1,riak,get objsize median,
riak.node_get_fsm_out_rate,gauge,,,,Average number of GET FSMs dequeued by Sidejob,0,riak,get fsm out,
riak.node_get_fsm_rejected_60s,gauge,,,,Number of GET FSMs actively being rejected by Sidejob's overload protection,-1,riak,get fsm rejected,
riak.node_get_fsm_siblings_100,gauge,,node,,Number of siblings encountered during all GET operations by this node,-1,riak,get siblings 100,
riak.node_get_fsm_siblings_95,gauge,,node,,Number of siblings encountered during all GET operations by this node,-1,riak,get siblings 95,
riak.node_get_fsm_siblings_99,gauge,,node,,Number of siblings encountered during all GET operations by this node,-1,riak,get siblings 99,
riak.node_get_fsm_siblings_mean,gauge,,node,,Number of siblings encountered during all GET operations by this node,-1,riak,get siblings mean,
riak.node_get_fsm_siblings_median,gauge,,node,,Number of siblings encountered during all GET operations by this node,-1,riak,get siblings median,
riak.node_get_fsm_time_100,gauge,,microsecond,,Time between reception of client GET request and subsequent response to client,-1,riak,get time 100,
riak.node_get_fsm_time_95,gauge,,microsecond,,Time between reception of client GET request and subsequent response to client,-1,riak,get time 95,
riak.node_get_fsm_time_99,gauge,,microsecond,,Time between reception of client GET request and subsequent response to client,-1,riak,get time 99,
riak.node_get_fsm_time_mean,gauge,,microsecond,,Time between reception of client GET request and subsequent response to client,-1,riak,get time mean,
riak.node_get_fsm_time_median,gauge,,microsecond,,Time between reception of client GET request and subsequent response to client,-1,riak,get time median,
riak.node_gets,count,,operation,,Number of GETs coordinated by this node,0,riak,node gets,
riak.node_put_fsm_active_60s,gauge,,,,Number of active PUT FSMs,0,riak,put fsm active,
riak.node_put_fsm_in_rate,gauge,,,,Average number of PUT FSMs enqueued by Sidejob,0,riak,put fsm in,
riak.node_put_fsm_out_rate,gauge,,,,Average number of PUT FSMs dequeued by Sidejob,0,riak,put fsm out,
riak.node_put_fsm_rejected_60s,gauge,,,,Number of PUT FSMs actively being rejected by Sidejob's overload protection,-1,riak,put fsm rejected,
riak.node_put_fsm_time_100,gauge,,microsecond,,Time between reception of client PUT request and subsequent response to client,-1,riak,put time 100,
riak.node_put_fsm_time_95,gauge,,microsecond,,Time between reception of client PUT request and subsequent response to client,-1,riak,put time 95,
riak.node_put_fsm_time_99,gauge,,microsecond,,Time between reception of client PUT request and subsequent response to client,-1,riak,put time 99,
riak.node_put_fsm_time_mean,gauge,,microsecond,,Time between reception of client PUT request and subsequent response to client,-1,riak,put time mean,
riak.node_put_fsm_time_median,gauge,,microsecond,,Time between reception of client PUT request and subsequent response to client,-1,riak,put time median,
riak.node_puts,gauge,,operation,,Number of PUTs coordinated by this node,0,riak,node puts,
riak.pbc_active,gauge,,connection,,Number of active protocol buffers connections,0,riak,pbc active,
riak.pbc_connects,gauge,,connection,,Number of protocol buffers connections,0,riak,pbc conns,
riak.read_repairs,gauge,,operation,,Number of read repair operations this this node has coordinated in the last minute,0,riak,read repairs,
riak.search_index_fail_count,gauge,,object,,Total number of documents that have failed to index,-1,riak,index fail count,
riak.search_index_fail_one,gauge,,object,,Number of documents that have failed to index in the past one minute,-1,riak,index fail one,
riak.search_index_latency_95,gauge,,microsecond,,Time between insertion of document and it being indexed: 95th percentile,-1,riak,index latency 95,
riak.search_index_latency_99,gauge,,microsecond,,Time between insertion of document and it being indexed: 99th percentile,-1,riak,index latency 99,
riak.search_index_latency_999,gauge,,microsecond,,Time between insertion of document and it being indexed: 99.9th percentile,-1,riak,index latency 999,
riak.search_index_latency_max,gauge,,microsecond,,Time between insertion of document and it being indexed: max,-1,riak,index latency max,
riak.search_index_latency_mean,gauge,,microsecond,,Time between insertion of document and it being indexed: mean,-1,riak,index latency mean,
riak.search_index_latency_median,gauge,,microsecond,,Time between insertion of document and it being indexed: median,-1,riak,index latency median,
riak.search_index_latency_min,gauge,,microsecond,,Time between insertion of document and it being indexed: min,-1,riak,index latency min,
riak.search_index_throughput_count,gauge,,operation,,Total number of documents that have been indexed,0,riak,total indexed,
riak.search_index_throughput_one,gauge,,operation,,Number of documents that have been indexed in the last one minute,0,riak,indexed one,
riak.search_query_fail_count,gauge,,event,,Total number of queries that have failed,-1,riak,query fail count,
riak.search_query_fail_one,gauge,,event,,Number of queries that have failed in the last one minute,-1,riak,query fail one,
riak.search_query_latency_95,gauge,,microsecond,,Time between reception of query and response: 95th percentile,-1,riak,query latency 95,
riak.search_query_latency_99,gauge,,microsecond,,Time between reception of query and response: 99th percentile,-1,riak,query latency 99,
riak.search_query_latency_999,gauge,,microsecond,,Time between reception of query and response: 99.9th percentile,-1,riak,query latency 999,
riak.search_query_latency_max,gauge,,microsecond,,Time between reception of query and response: max,-1,riak,query latency max,
riak.search_query_latency_mean,gauge,,microsecond,,Time between reception of query and response: mean,-1,riak,query latency mean,
riak.search_query_latency_median,gauge,,microsecond,,Time between reception of query and response: median,-1,riak,index latency median,
riak.search_query_latency_min,gauge,,microsecond,,Time between reception of query and response: min,-1,riak,query latency min,
riak.search_query_throughput_count,gauge,,operation,,Total number of queries that have been performed,0,riak,total queries,
riak.search_query_throughput_one,gauge,,operation,,Number of searches that have been performed in the last one minute,0,riak,queries one,
riak.vnode_gets,gauge,,operation,,Number of GET operations coordinated by vnodes on this node,0,riak,vnode gets,
riak.vnode_index_deletes,gauge,,operation,,Number of vnode index delete operations,0,riak,vnode index deletes,
riak.vnode_index_reads,gauge,,read,,Number of vnode index read operations,0,riak,vnode index reads,
riak.vnode_index_writes,gauge,,write,,Number of vnode index write operations,0,riak,vnode index writes,
riak.vnode_puts,count,,operation,,Number of PUT operations coordinated by vnodes on this node,0,riak,vnode puts,
