metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
krakend.backend_duration.bucket,count,,second,,Duration of backend requests.,0,krakend,,,
krakend.backend_duration.count,count,,,,Duration of backend requests.,0,krakend,,,
krakend.backend_duration.sum,count,,second,,Duration of backend requests.,0,krakend,,,
krakend.go.gc_duration_seconds.count,count,,,,A summary of the wall-time pause (stop-the-world) duration in garbage collection cycles.,0,krakend,,,
krakend.go.gc_duration_seconds.quantile,gauge,,second,,A summary of the wall-time pause (stop-the-world) duration in garbage collection cycles.,0,krakend,,,
krakend.go.gc_duration_seconds.sum,count,,second,,A summary of the wall-time pause (stop-the-world) duration in garbage collection cycles.,0,krakend,,,
krakend.go.gc_gogc_percent,gauge,,percent,,"Heap size target percentage configured by the user, otherwise 100.",0,krakend,,,
krakend.go.gc_gomemlimit_bytes,gauge,,byte,,"Go runtime memory limit configured by the user, otherwise math.MaxInt64.",0,krakend,,,
krakend.go.goroutines,gauge,,,,Number of goroutines that currently exist.,0,krakend,,,
krakend.go.info,gauge,,,,Information about the Go environment.,0,krakend,,,
krakend.go.memstats.alloc_bytes,gauge,,byte,,Number of bytes allocated and still in use.,0,krakend,,,
krakend.go.memstats.buck_hash_sys_bytes,gauge,,byte,,Number of bytes used by the profiling bucket hash table.,0,krakend,,,
krakend.go.memstats.frees.count,count,,,,Total number of frees.,0,krakend,,,
krakend.go.memstats.gc_sys_bytes,gauge,,byte,,Number of bytes used for garbage collection system metadata.,0,krakend,,,
krakend.go.memstats.heap_alloc_bytes,gauge,,byte,,Number of heap bytes allocated and still in use.,0,krakend,,,
krakend.go.memstats.heap_idle_bytes,gauge,,byte,,Number of heap bytes waiting to be used.,0,krakend,,,
krakend.go.memstats.heap_inuse_bytes,gauge,,byte,,Number of heap bytes that are in use.,0,krakend,,,
krakend.go.memstats.heap_objects,gauge,,,,Number of allocated objects.,0,krakend,,,
krakend.go.memstats.heap_released_bytes,gauge,,byte,,Number of heap bytes released to OS.,0,krakend,,,
krakend.go.memstats.heap_sys_bytes,gauge,,byte,,Number of heap bytes obtained from system.,0,krakend,,,
krakend.go.memstats.last_gc_time_seconds,gauge,,second,,Number of seconds since 1970 of last garbage collection.,0,krakend,,,
krakend.go.memstats.mallocs.count,count,,,,Total number of mallocs.,0,krakend,,,
krakend.go.memstats.mcache_inuse_bytes,gauge,,byte,,Number of bytes in use by mcache structures.,0,krakend,,,
krakend.go.memstats.mcache_sys_bytes,gauge,,byte,,Number of bytes used for mcache structures obtained from system.,0,krakend,,,
krakend.go.memstats.mspan_inuse_bytes,gauge,,byte,,Number of bytes in use by mspan structures.,0,krakend,,,
krakend.go.memstats.mspan_sys_bytes,gauge,,byte,,Number of bytes used for mspan structures obtained from system.,0,krakend,,,
krakend.go.memstats.next_gc_bytes,gauge,,byte,,Number of heap bytes when next garbage collection will take place.,0,krakend,,,
krakend.go.memstats.other_sys_bytes,gauge,,byte,,Number of bytes used for other system allocations.,0,krakend,,,
krakend.go.memstats.stack_inuse_bytes,gauge,,byte,,Number of bytes in use by the stack allocator.,0,krakend,,,
krakend.go.memstats.stack_sys_bytes,gauge,,byte,,Number of bytes obtained from system for stack allocator.,0,krakend,,,
krakend.go.memstats.sys_bytes,gauge,,byte,,Number of bytes obtained from system.,0,krakend,,,
krakend.go.sched_gomaxprocs_threads,gauge,,,,The current runtime.GOMAXPROCS setting.,0,krakend,,,
