metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
go_expvar.memstats.alloc,gauge,,byte,,Bytes allocated and not yet freed,0,go_expvar,alloc
go_expvar.memstats.frees,gauge,,operation,,Number of frees,0,go_expvar,frees
go_expvar.memstats.heap_alloc,gauge,,byte,,Bytes allocated and not yet freed,0,go_expvar,alloc
go_expvar.memstats.heap_idle,gauge,,byte,,Bytes in idle spans,0,go_expvar,heap idle
go_expvar.memstats.heap_inuse,gauge,,byte,,Bytes in non-idle spans,0,go_expvar,heap inuse
go_expvar.memstats.heap_objects,gauge,,item,,Total number of allocated objects,0,go_expvar,heap objs
go_expvar.memstats.heap_released,gauge,,byte,,Bytes released to the OS,0,go_expvar,released
go_expvar.memstats.heap_sys,gauge,,byte,,Bytes obtained from system,0,go_expvar,heap sys
go_expvar.memstats.lookups,gauge,,operation,,Number of pointer lookups,0,go_expvar,lookups
go_expvar.memstats.mallocs,gauge,,operation,,Number of mallocs,0,go_expvar,mallocs
go_expvar.memstats.num_gc,gauge,,garbage collection,,Number of garbage collections,0,go_expvar,gcs
go_expvar.memstats.pause_ns.95percentile,gauge,,nanosecond,,95th percentile of recent GC pause durations,0,go_expvar,gc pause 95
go_expvar.memstats.pause_ns.avg,gauge,,nanosecond,,Average of recent GC pause durations,0,go_expvar,gc pause avg
go_expvar.memstats.pause_ns.count,rate,,sample,second,Number of submitted GC pause durations,0,go_expvar,gc pause count
go_expvar.memstats.pause_ns.max,gauge,,nanosecond,,Max GC pause duration,0,go_expvar,gc pause max
go_expvar.memstats.pause_ns.median,gauge,,nanosecond,,Median GC pause duration,0,go_expvar,gc pause median
go_expvar.memstats.pause_total_ns,gauge,,nanosecond,,Total GC pause duration over lifetime of process,0,go_expvar,gc pause tot
go_expvar.memstats.total_alloc,gauge,,byte,,Bytes allocated (even if freed),0,go_expvar,total alloc
