metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
dynamo.component.cancellation.count,count,,,,"Requests cancelled by the worker handler (client stop/kill or disconnect).",0,dynamo,,,
dynamo.component.enqueue_rejected.count,count,,,,"Enqueuing failures because the dispatcher channel was closed.",0,dynamo,,,
dynamo.component.errors.count,count,,,,"Total number of errors in worker handler processing.",0,dynamo,,,
dynamo.component.inflight_requests,gauge,,,,"Number of requests currently being processed by the worker handler.",0,dynamo,,,
dynamo.component.kv_cache.gpu_cache_usage_percent,gauge,,,,"GPU KV cache usage as a percentage.",0,dynamo,,,
dynamo.component.kv_cache.hit_rate,gauge,,,,"KV cache hit rate, portable across vLLM / SGLang / TensorRT-LLM backends.",0,dynamo,,,
dynamo.component.kv_cache.total_blocks,gauge,,,,"KV cache blocks available on the worker.",0,dynamo,,,
dynamo.component.network_transit.seconds,gauge,,second,,"Wall-clock time from frontend send to backend receive (distribution).",0,dynamo,,,
dynamo.component.network_transit.seconds.count,count,,,,"Wall-clock time from frontend send to backend receive. (histogram observation count).",0,dynamo,,,
dynamo.component.network_transit.seconds.sum,count,,second,,"Wall-clock time from frontend send to backend receive. (histogram sum in seconds).",0,dynamo,,,
dynamo.component.permit_wait.seconds,gauge,,second,,"Time spent waiting to acquire a worker-pool permit (distribution).",0,dynamo,,,
dynamo.component.permit_wait.seconds.count,count,,,,"Time spent waiting to acquire a worker-pool permit. (histogram observation count).",0,dynamo,,,
dynamo.component.permit_wait.seconds.sum,count,,second,,"Time spent waiting to acquire a worker-pool permit. (histogram sum in seconds).",0,dynamo,,,
dynamo.component.pool_active_tasks,gauge,,,,"Active worker-pool tasks holding a permit.",0,dynamo,,,
dynamo.component.pool_capacity,gauge,,,,"Configured worker-pool size (total permits).",0,dynamo,,,
dynamo.component.queue_capacity,gauge,,,,"Configured capacity of the bounded work queue.",0,dynamo,,,
dynamo.component.queue_depth,gauge,,,,"Items in the bounded work queue awaiting dispatcher pickup.",0,dynamo,,,
dynamo.component.request_bytes.count,count,,,,"Total number of bytes received in requests by the worker handler.",0,dynamo,,,
dynamo.component.request_duration.seconds,gauge,,second,,"Time spent processing requests by the worker handler (distribution).",0,dynamo,,,
dynamo.component.request_duration.seconds.count,count,,,,"Time spent processing requests by the worker handler. (histogram observation count).",0,dynamo,,,
dynamo.component.request_duration.seconds.sum,count,,second,,"Time spent processing requests by the worker handler. (histogram sum in seconds).",0,dynamo,,,
dynamo.component.requests.count,count,,,,"Total number of requests processed by the worker handler.",0,dynamo,,,
dynamo.component.response_bytes.count,count,,,,"Total number of bytes sent in responses by the worker handler.",0,dynamo,,,
dynamo.component.tasks_cancelled.count,count,,,,"Total tasks cancelled.",0,dynamo,,,
dynamo.component.tasks_failed.count,count,,,,"Total tasks failed.",0,dynamo,,,
dynamo.component.tasks_issued.count,count,,,,"Total tasks issued.",0,dynamo,,,
dynamo.component.tasks_rejected.count,count,,,,"Total tasks rejected.",0,dynamo,,,
dynamo.component.tasks_started.count,count,,,,"Total tasks started.",0,dynamo,,,
dynamo.component.tasks_success.count,count,,,,"Total tasks completed successfully.",0,dynamo,,,
dynamo.component.time_to_first_response.seconds,gauge,,second,,"Time from handle_payload entry to first response sent (distribution).",0,dynamo,,,
dynamo.component.time_to_first_response.seconds.count,count,,,,"Time from handle_payload entry to first response sent. (histogram observation count).",0,dynamo,,,
dynamo.component.time_to_first_response.seconds.sum,count,,second,,"Time from handle_payload entry to first response sent. (histogram sum in seconds).",0,dynamo,,,
dynamo.component.uptime_seconds,gauge,,,,"Total uptime of the DistributedRuntime.",0,dynamo,,,
dynamo.frontend.active_requests,gauge,,,,"Number of requests currently being handled by the frontend.",0,dynamo,,,
dynamo.frontend.audio_per_request,gauge,,,,"Number of audio_url content parts per request.",0,dynamo,,,
dynamo.frontend.cached_tokens,gauge,,,,"Number of cached tokens (prefix cache hits) per request (distribution).",0,dynamo,,,
dynamo.frontend.cached_tokens.count,count,,,,"Number of cached tokens (prefix cache hits) per request. (histogram observation count).",0,dynamo,,,
dynamo.frontend.cached_tokens.sum,count,,,,"Number of cached tokens (prefix cache hits) per request. (histogram sum).",0,dynamo,,,
dynamo.frontend.disconnected_clients,gauge,,,,"Number of disconnected clients.",0,dynamo,,,
dynamo.frontend.embedding_latency.seconds,gauge,,second,,"End-to-end latency of an OpenAI /v1/embeddings request (distribution).",0,dynamo,,,
dynamo.frontend.embedding_latency.seconds.count,count,,,,"End-to-end latency of an OpenAI /v1/embeddings request. (histogram observation count).",0,dynamo,,,
dynamo.frontend.embedding_latency.seconds.sum,count,,second,,"End-to-end latency of an OpenAI /v1/embeddings request. (histogram sum in seconds).",0,dynamo,,,
dynamo.frontend.image_tokens_per_request,gauge,,,,"Calculated image-placeholder token count per image-bearing request.",0,dynamo,,,
dynamo.frontend.images_per_request,gauge,,,,"Number of image_url content parts per request.",0,dynamo,,,
dynamo.frontend.inflight_requests,gauge,,,,"Number of inflight/concurrent requests going to the engine.",0,dynamo,,,
dynamo.frontend.input_sequence_tokens,gauge,,,,"Input sequence length in tokens.",0,dynamo,,,
dynamo.frontend.inter_token_latency.seconds,gauge,,second,,"Inter-token latency (distribution).",0,dynamo,,,
dynamo.frontend.inter_token_latency.seconds.count,count,,,,"Inter-token latency. (histogram observation count).",0,dynamo,,,
dynamo.frontend.inter_token_latency.seconds.sum,count,,second,,"Inter-token latency. (histogram sum in seconds).",0,dynamo,,,
dynamo.frontend.kv_hit_rate,gauge,,,,"Predicted KV cache hit rate at routing time (0.0-1.0).",0,dynamo,,,
dynamo.frontend.kv_transfer_estimated_latency.seconds,gauge,,second,,"Upper-bound estimation of KV cache transfer latency in disaggregated serving (distribution).",0,dynamo,,,
dynamo.frontend.kv_transfer_estimated_latency.seconds.count,count,,,,"Upper-bound estimation of KV cache transfer latency in disaggregated serving. (histogram observation count).",0,dynamo,,,
dynamo.frontend.kv_transfer_estimated_latency.seconds.sum,count,,second,,"Upper-bound estimation of KV cache transfer latency in disaggregated serving. (histogram sum in seconds).",0,dynamo,,,
dynamo.frontend.lora.active_requests,gauge,,,,"Number of in-flight requests for a LoRA adapter.",0,dynamo,,,
dynamo.frontend.lora.churn_loads.count,count,,,,"Total LoRA loads (new placements) this controller tick.",0,dynamo,,,
dynamo.frontend.lora.churn_unloads.count,count,,,,"Total LoRA unloads (removed placements) this controller tick.",0,dynamo,,,
dynamo.frontend.lora.estimated_load,gauge,,,,"Estimated load (windowed request count) for a LoRA adapter.",0,dynamo,,,
dynamo.frontend.lora.is_active,gauge,,,,"Whether a LoRA adapter is actively receiving traffic (1=active, 0=inactive).",0,dynamo,,,
dynamo.frontend.lora.overflow_count,gauge,,,,"MCF solver overflow count (unplaceable LoRA replicas).",0,dynamo,,,
dynamo.frontend.lora.raw_arrival_count,gauge,,,,"Raw arrival count (windowed rate counter) for a LoRA adapter.",0,dynamo,,,
dynamo.frontend.lora.replica_factor,gauge,,,,"Number of replicas allocated for a LoRA adapter.",0,dynamo,,,
dynamo.frontend.model.cancellation.count,count,,,,"Total number of request cancellations.",0,dynamo,,,
dynamo.frontend.model.context_length,gauge,,,,"Maximum context length for a worker serving the model.",0,dynamo,,,
dynamo.frontend.model.kv_cache_block_size,gauge,,,,"KV cache block size for a worker serving the model.",0,dynamo,,,
dynamo.frontend.model.max_num_batched_tokens,gauge,,,,"Maximum number of batched tokens for a worker serving the model.",0,dynamo,,,
dynamo.frontend.model.max_num_seqs,gauge,,,,"Maximum number of sequences for a worker serving the model.",0,dynamo,,,
dynamo.frontend.model.migration.count,count,,,,"Total number of request migrations due to worker unavailability.",0,dynamo,,,
dynamo.frontend.model.migration_limit,gauge,,,,"Request migration limit for a worker serving the model.",0,dynamo,,,
dynamo.frontend.model.migration_max_seq_len_exceeded.count,count,,,,"Total migrations disabled due to exceeding max sequence length.",0,dynamo,,,
dynamo.frontend.model.rejection.count,count,,,,"Total number of requests rejected due to resource exhaustion.",0,dynamo,,,
dynamo.frontend.model.total_kv_blocks,gauge,,,,"Total KV blocks available for a worker serving the model.",0,dynamo,,,
dynamo.frontend.non_max_overlap_selections.count,count,,,,"Scheduler selections with less KV overlap than another eligible worker.",0,dynamo,,,
dynamo.frontend.output_sequence_tokens,gauge,,,,"Output sequence length in tokens.",0,dynamo,,,
dynamo.frontend.output_tokens.count,count,,,,"Total number of output tokens generated.",0,dynamo,,,
dynamo.frontend.overlap_blocks_lost,gauge,,,,"Effective KV overlap blocks lost by non-max-overlap scheduler selections.",0,dynamo,,,
dynamo.frontend.queued_requests,gauge,,,,"Number of requests waiting in the HTTP queue before receiving the first response.",0,dynamo,,,
dynamo.frontend.request_duration.seconds,gauge,,second,,"Duration of LLM requests (distribution).",0,dynamo,,,
dynamo.frontend.request_duration.seconds.count,count,,,,"Duration of LLM requests. (histogram observation count).",0,dynamo,,,
dynamo.frontend.request_duration.seconds.sum,count,,second,,"Duration of LLM requests. (histogram sum in seconds).",0,dynamo,,,
dynamo.frontend.requests.count,count,,,,"Total number of LLM requests processed by the frontend.",0,dynamo,,,
dynamo.frontend.requests_started.count,count,,,,"Total number of LLM requests accepted by the frontend handler.",0,dynamo,,,
dynamo.frontend.router_queue_pending_requests,gauge,,,,"Requests pending in the router scheduler queue.",0,dynamo,,,
dynamo.frontend.shared_cache_beyond_blocks,gauge,,,,"Shared cache blocks beyond device overlap for the selected worker.",0,dynamo,,,
dynamo.frontend.shared_cache_hit_rate,gauge,,,,"Fraction of request blocks found in the shared cache.",0,dynamo,,,
dynamo.frontend.time_to_first_token.seconds,gauge,,second,,"Time to first token (distribution).",0,dynamo,,,
dynamo.frontend.time_to_first_token.seconds.count,count,,,,"Time to first token. (histogram observation count).",0,dynamo,,,
dynamo.frontend.time_to_first_token.seconds.sum,count,,second,,"Time to first token. (histogram sum in seconds).",0,dynamo,,,
dynamo.frontend.tokenizer_latency_ms,gauge,,millisecond,,"Tokenizer latency in milliseconds.",0,dynamo,,,
dynamo.frontend.videos_per_request,gauge,,,,"Number of video_url content parts per request.",0,dynamo,,,
dynamo.frontend.worker.active_decode_blocks,gauge,,,,"Current KV cache block utilization for each worker.",0,dynamo,,,
dynamo.frontend.worker.active_prefill_tokens,gauge,,,,"Current queued prefill tokens for each worker.",0,dynamo,,,
dynamo.frontend.worker.last_input_sequence_tokens,gauge,,,,"Input token count correlated with the most recent TTFT for each worker.",0,dynamo,,,
dynamo.frontend.worker.last_inter_token_latency_seconds,gauge,,,,"Most recent inter-token latency for each worker.",0,dynamo,,,
dynamo.frontend.worker.last_time_to_first_token_seconds,gauge,,,,"Most recent time to first token for each worker.",0,dynamo,,,
