metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
tokumx.asserts.msgps,gauge,,assertion,second,The number of message assertions raised per second.,0,tokumx,assert msg ps
tokumx.asserts.regularps,gauge,,assertion,second,The number of regular assertions raised per second.,0,tokumx,assert rg ps
tokumx.asserts.rolloversps,gauge,,assertion,second,The number of times that the rollover counters roll over per second. The counters rollover to zero every 2^30 assertions.,0,tokumx,assert rollover ps
tokumx.asserts.userps,gauge,,assertion,second,The number of user assertions raised per second.,0,tokumx,assert user ps
tokumx.asserts.warningps,gauge,,assertion,second,The number of warnings raised per second.,0,tokumx,assert wrng ps
tokumx.connections.available,gauge,,connection,,The number of unused available incoming connections the database can provide.,0,tokumx,conns avail
tokumx.connections.current,gauge,,connection,,The number of connections to the database server from clients.,0,tokumx,conns current
tokumx.cursors.timedOut,gauge,,cursor,,The total number of cursors that have timed out since the server process started.,0,tokumx,cursor timed out
tokumx.cursors.totalOpen,gauge,,cursor,,The number of cursors that tokumx is maintaining for clients.,0,tokumx,cursor total open
tokumx.ft.alerts.checkpointFailures,gauge,,event,,The number of checkpoints that have failed for any reason.,-1,tokumx,ft alrt chkpt fail
tokumx.ft.alerts.locktreeRequestsPending,gauge,,request,,The number of requests for Document-level Locks in the locktree that are waiting for other requests to release their locks.,-1,tokumx,ft alrt locktree req pend
tokumx.ft.alerts.longWaitEvents.cachePressure.countps,gauge,,event,second,Rate at which a thread had to wait more than 1 second for evictions to create space in the cachetable for it to page in data it needed.,-1,tokumx,ft alrt longwait cache press rate
tokumx.ft.alerts.longWaitEvents.cachePressure.timeps,gauge,,fraction,,Fraction of time (microseconds/second) that a thread had to wait more than 1 second for evictions to create space in the cachetable for it to page in data it needed.,-1,tokumx,ft alrt longwait cache press frct
tokumx.ft.alerts.longWaitEvents.checkpointBegin.countps,gauge,,event,second,Rate at which the begin checkpoint phase of checkpoint has run (these should be fairly quick).,0,tokumx,ft alrt longwait chkpt beg rate
tokumx.ft.alerts.longWaitEvents.checkpointBegin.timeps,gauge,,fraction,,Fraction of time (microseconds/second) that a begin checkpoint phase has spent blocking other threads.,0,tokumx,ft alrt longwait chkpt beg frct
tokumx.ft.alerts.longWaitEvents.fsync.countps,gauge,,event,second,Rate at which fsync operations took more than 1 second.,-1,tokumx,ft alrt longwait fsync rate
tokumx.ft.alerts.longWaitEvents.fsync.timeps,gauge,,fraction,,Fraction of time (microseconds/second) spent performing fsync operations that took longer than 1 second.,-1,tokumx,ft alrt longwait fsync frct
tokumx.ft.alerts.longWaitEvents.locktreeWait.countps,gauge,,event,second,Rate at which a thread had to wait more than 1 second to acquire a document-level lock in the locktree.,-1,tokumx,ft alrt longwait ltwait rate
tokumx.ft.alerts.longWaitEvents.locktreeWait.timeps,gauge,,fraction,,Fraction of time (microseconds/second) spent by threads waiting more than 1 second to acquire a document-level lock in the locktree.,-1,tokumx,ft alrt longwait ltwait frct
tokumx.ft.alerts.longWaitEvents.locktreeWaitEscalation.countps,gauge,,event,second,Rate at which a thread had to wait more than 1 second to acquire a document-level lock because the locktree was at the memory limit and needed to run escalation.,-1,tokumx,ft alrt longwait ltwait esc rate
tokumx.ft.alerts.longWaitEvents.locktreeWaitEscalation.timeps,gauge,,fraction,,Fraction of time (microseconds/second) spent by threads waiting more than 1 second to acquire a document-level lock because the locktree was at the memory limit and needed to run escalation.,-1,tokumx,ft alrt longwait ltwait esc frct
tokumx.ft.alerts.longWaitEvents.logBufferWaitps,gauge,,event,second,Rate at which a writing client had to wait more than 100ms for access to the log buffer.,-1,tokumx,ft alrt longwait logbuff wait rate
tokumx.ft.cachetable.evictions.full.leaf.clean.bytesps,gauge,,byte,second,Rate of full evictions of leaf nodes.,0,tokumx,ft cachetb evct full leaf clean b rate
tokumx.ft.cachetable.evictions.full.leaf.clean.countps,gauge,,event,second,Rate of full evictions of leaf nodes.,0,tokumx,ft cachetb evct full leaf clean rate
tokumx.ft.cachetable.evictions.full.leaf.dirty.bytesps,gauge,,byte,second,Rate of full evictions of leaf nodes that need to be written back to disk.,0,tokumx,ft cachetb evct full leaf dirty b rate
tokumx.ft.cachetable.evictions.full.leaf.dirty.countps,gauge,,event,second,Rate of full evictions of leaf nodes that need to be written back to disk.,0,tokumx,ft cachetb evct full leaf dirty rate
tokumx.ft.cachetable.evictions.full.leaf.dirty.timeps,gauge,,fraction,,"Fraction of time (microseconds/second) spent performing full evictions leaf nodes, including the time spent serializing, compressing, and writing those nodes to disk.",0,tokumx,ft cachetb evct full leaf dirty frct
tokumx.ft.cachetable.evictions.full.nonleaf.clean.bytesps,gauge,,byte,second,Rate of full evictions of nonleaf nodes.,0,tokumx,ft cachetb evct full nonleaf clean b rate
