metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
iris.cache_efficiency,gauge,,percent,,Cache efficiency: global references divided by physical reads plus writes (percentage).,0,iris,,,
iris.cached_query_by_ns,gauge,,query,,Total number of cached queries in each namespace.,0,iris,,,
iris.cpu.pct,gauge,,percent,,CPU usage (percentage) by process type.,0,iris,,,
iris.cpu.usage,gauge,,percent,,CPU usage (percentage) system-wide.,0,iris,,,
iris.csp.activity,gauge,,request,,Web requests served by the Web Gateway Server since it was started.,0,iris,,,
iris.csp.actual_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server.,0,iris,,,
iris.csp.gateway_latency,gauge,,millisecond,,Time (milliseconds) required to obtain a response from the Web Gateway Server when fetching metrics represented by Web sensors.,0,iris,,,
iris.csp.in_use_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server that are processing a Web request.,0,iris,,,
iris.csp.private_connections,gauge,,connection,,Current connections to this server by the Web Gateway Server that are reserved for state-aware applications (Preserve mode 1).,0,iris,,,
iris.csp.sessions,gauge,,,,Currently active Web session IDs on this server.,0,iris,,,
iris.db.expansion_size_mb,gauge,,,,Default size (in megabytes) to expand a database when it fills.,0,iris,,,
iris.db.free_space,gauge,,,,Available space (in megabytes) in a database.,0,iris,,,
iris.db.latency,gauge,,millisecond,,Time to complete a random read from the database (milliseconds).,0,iris,,,
iris.db.max_size_mb,gauge,,,,"Maximum size (in megabytes) allowed for a database, 0=unlimited.",0,iris,,,
iris.db.size_mb,gauge,,,,Current size (in megabytes) of a database.,0,iris,,,
iris.directory_space,gauge,,,,Free space (in megabytes) available on the database directory's storage volume.,0,iris,,,
iris.disk_percent_full,gauge,,percent,,Space in use (percentage) on the database directory's storage volume.,0,iris,,,
iris.ecp.conn,gauge,,connection,,Total active ECP connections on this system as an ECP application server.,0,iris,,,
iris.ecp.conn_max,gauge,,connection,,Maximum active ECP connections from this system as an ECP application server.,0,iris,,,
iris.ecps.conn,gauge,,connection,,Total active client connections to this system as an ECP data server.,0,iris,,,
iris.ecps.conn_max,gauge,,connection,,Maximum active client connections to this system as an ECP data server.,0,iris,,,
iris.glo.a_seize_per_sec,gauge,,,,Global resource Aseizes (per second).,0,iris,,,
iris.glo.n_seize_per_sec,gauge,,,,Global resource Nseizes (per second).,0,iris,,,
iris.glo.ref_per_sec,gauge,,,,"Global references, local databases (per second).",0,iris,,,
iris.glo.ref_rem_per_sec,gauge,,,,"Global references, remote databases (per second).",0,iris,,,
