metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
supabase.auth_users.user_count,gauge,,user,,The number of users in the project database.,0,supabase,,,
supabase.db.sql.connection_closed_max_idle.count,count,,connection,,The total number of connections closed due to SetConnMaxIdleTime.,0,supabase,,,
supabase.db.sql.connection_closed_max_idle_time.count,count,,connection,,The total number of connections closed due to SetMaxIdleConns.,0,supabase,,,
supabase.db.sql.connection_closed_max_lifetime.count,count,,connection,,The total number of connections closed due to SetConnMaxLifetime.,0,supabase,,,
supabase.db.sql.connection_max_open,gauge,,connection,,The maximum number of open connections to the database.,0,supabase,,,
supabase.db.sql.connection_open,gauge,,connection,,The number of established connections both in use and idle.,0,supabase,,,
supabase.db.sql.connection_wait.count,count,,connection,,The total number of connections waited for.,0,supabase,,,
supabase.db.sql.connection_wait_duration.count,count,,millisecond,,The total time blocked waiting for a new connection.,0,supabase,,,
supabase.db.transmit_bytes.count,count,,byte,,Postgres and PGbouncer network transmit bytes.,0,supabase,,,
supabase.go.gc.duration.seconds.count,count,,,,,0,supabase,,,
supabase.go.gc.duration.seconds.quantile,gauge,,,,,0,supabase,,,
supabase.go.gc.duration.seconds.sum,count,,,,,0,supabase,,,
supabase.go.goroutines,gauge,,,,,0,supabase,,,
supabase.go.memstats.alloc_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.alloc_bytes.count,count,,byte,,,0,supabase,,,
supabase.go.memstats.buck_hash.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.frees.count,count,,,,,0,supabase,,,
supabase.go.memstats.gc.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.heap.alloc_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.heap.idle_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.heap.inuse_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.heap.objects,gauge,,,,,0,supabase,,,
supabase.go.memstats.heap.released_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.heap.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.last_gc_time.seconds,gauge,,,,,0,supabase,,,
supabase.go.memstats.lookups.count,count,,,,,0,supabase,,,
supabase.go.memstats.mallocs.count,count,,,,,0,supabase,,,
supabase.go.memstats.mcache.inuse_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.mcache.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.mspan.inuse_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.mspan.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.next.gc_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.other.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.stack.inuse_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.stack.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.memstats.sys_bytes,gauge,,byte,,,0,supabase,,,
supabase.go.threads,gauge,,,,The number of OS threads created.,0,supabase,,,
supabase.http.server.duration.bucket,count,,,,The distribution buckets for the duration of inbound HTTP requests.,0,supabase,,,
supabase.http.server.duration.count,count,,,,,0,supabase,,,
supabase.http.server.duration.sum,count,,,,The total duration of inbound HTTP requests.,0,supabase,,,
supabase.http.server.request.size_bytes.count,count,,byte,,The size of HTTP request messages.,0,supabase,,,
supabase.http.server.response.size_bytes.count,count,,byte,,The size of HTTP response messages.,0,supabase,,,
supabase.http.status_codes.count,count,,,,The number of returned HTTP status codes,0,supabase,,,
supabase.node.cpu.guest_seconds.count,count,,second,,The number of seconds the CPUs spent in guests (VMs) for each mode.,0,supabase,,,
supabase.node.cpu.seconds.count,count,,second,,The number of seconds the CPUs spent in each mode.,0,supabase,,,
supabase.node.disk.discard_time_seconds.count,count,,second,,This is the total number of seconds spent by all discards,0,supabase,,,
supabase.node.disk.discarded_sectors.count,count,,,,The total number of sectors discarded successfully.,0,supabase,,,
supabase.node.disk.discards_completed.count,count,,,,The total number of discards completed successfully.,0,supabase,,,
supabase.node.disk.discards_merged.count,count,,,,The total number of discards merged.,0,supabase,,,
supabase.node.disk.flush_requests.count,count,,,,The total number of flush requests completed successfully.,0,supabase,,,
supabase.node.disk.flush_requests_time_seconds.count,count,,second,,TThe total number of seconds spent by all flush requests.,0,supabase,,,
supabase.node.disk.io_now,gauge,,,,The number of I/Os currently in progress.,0,supabase,,,
supabase.node.disk.io_time_seconds.count,count,,second,,The total seconds spent doing I/Os.,0,supabase,,,
supabase.node.disk.io_time_weighted_seconds.count,count,,,,The weighted # of seconds spent doing I/Os.,0,supabase,,,
supabase.node.disk.read_bytes.count,count,,byte,,The total number of bytes read successfully.,0,supabase,,,
supabase.node.disk.read_time_seconds.count,count,,,,The total number of seconds spent by all reads.,0,supabase,,,
supabase.node.disk.reads_completed.count,count,,,,The total number of reads completed successfully.,0,supabase,,,
supabase.node.disk.reads_merged.count,count,,,,The total number of reads merged.,0,supabase,,,
supabase.node.disk.write_time_seconds.count,count,,second,,This is the total number of seconds spent by all writes.,0,supabase,,,
supabase.node.disk.writes_completed.count,count,,,,The total number of writes completed successfully.,0,supabase,,,
supabase.node.disk.writes_merged.count,count,,,,The number of writes merged.,0,supabase,,,
supabase.node.disk.written_bytes.count,count,,byte,,The total number of bytes written successfully.,0,supabase,,,
supabase.node.filesystem.available_bytes,gauge,,byte,,The filesystem space available to non-root users in bytes.,0,supabase,,,
supabase.node.filesystem.device_error,gauge,,,,Whether an error occurred while getting statistics for the given device.,0,supabase,,,
supabase.node.filesystem.files,gauge,,,,Filesystem total file nodes.,0,supabase,,,
supabase.node.filesystem.files_free,gauge,,,,Filesystem total free file nodes.,0,supabase,,,
supabase.node.filesystem.free_bytes,gauge,,byte,,Filesystem free space in bytes.,0,supabase,,,
supabase.node.filesystem.readonly,gauge,,,,Filesystem read-only status.,0,supabase,,,
supabase.node.filesystem.size_bytes,gauge,,byte,,,0,supabase,,,
supabase.node.load1,gauge,,,,1m load average.,0,supabase,,,
supabase.node.load15,gauge,,,,15m load average.,0,supabase,,,
supabase.node.load5,gauge,,,,5m load average.,0,supabase,,,
supabase.node.memory.active_anon_bytes,gauge,,byte,,Memory information field Active_anon_bytes.,0,supabase,,,
supabase.node.memory.active_bytes,gauge,,byte,,Memory information field Active_bytes.,0,supabase,,,
supabase.node.memory.active_file_bytes,gauge,,byte,,Memory information field Active_file_bytes.,0,supabase,,,
supabase.node.memory.anon_huge_pages_bytes,gauge,,byte,,Memory information field AnonHugePages_bytes.,0,supabase,,,
supabase.node.memory.anon_pages_bytes,gauge,,byte,,Memory information field AnonPages_bytes.,0,supabase,,,
supabase.node.memory.bounce_bytes,gauge,,byte,,Memory information field Bounce_bytes.,0,supabase,,,
supabase.node.memory.buffers_bytes,gauge,,byte,,Memory information field Buffers_bytes.,0,supabase,,,
supabase.node.memory.cached_bytes,gauge,,byte,,Memory information field Cached_bytes.,0,supabase,,,
supabase.node.memory.commit_limit_bytes,gauge,,byte,,Memory information field CommitLimit_bytes.,0,supabase,,,
supabase.node.memory.committed_as_bytes,gauge,,byte,,Memory information field Committed_AS_bytes.,0,supabase,,,
supabase.node.memory.dirty_bytes,gauge,,byte,,Memory information field Dirty_bytes.,0,supabase,,,
supabase.node.memory.file_huge_pages_bytes,gauge,,byte,,Memory information field FileHugePages_bytes.,0,supabase,,,
supabase.node.memory.file_pmd_mapped_bytes,gauge,,byte,,Memory information field FilePmdMapped_bytes.,0,supabase,,,
supabase.node.memory.hardware_corrupted_bytes,gauge,,byte,,Memory information field HardwareCorrupted_bytes.,0,supabase,,,
supabase.node.memory.huge_page_size_bytes,gauge,,byte,,Memory information field HugePagesSize_Bytes.,0,supabase,,,
supabase.node.memory.huge_pages_free,gauge,,,,Memory information field HugePages_Free.,0,supabase,,,
supabase.node.memory.huge_pages_reserved,gauge,,,,Memory information field HugePages_Rsvd.,0,supabase,,,
supabase.node.memory.huge_pages_surp,gauge,,,,Memory information field HugePages_Surp.,0,supabase,,,
supabase.node.memory.huge_pages_total,gauge,,,,Memory information field HugePages_Total.,0,supabase,,,
supabase.node.memory.hugetlb_bytes,gauge,,byte,,Memory information field Hugetlb_bytes.,0,supabase,,,
supabase.node.memory.inactive_anon_bytes,gauge,,byte,,Memory information field Inactive_anon_bytes.,0,supabase,,,
supabase.node.memory.inactive_bytes,gauge,,byte,,Memory information field Inactive_bytes.,0,supabase,,,
supabase.node.memory.inactive_file_bytes,gauge,,byte,,Memory information field Inactive_file_bytes.,0,supabase,,,
supabase.node.memory.kernel_stack_bytes,gauge,,byte,,Memory information field KernelStack_bytes.,0,supabase,,,
supabase.node.memory.kreclaimable_bytes,gauge,,byte,,Memory information field KernelStack_bytes.,0,supabase,,,
supabase.node.memory.mapped_bytes,gauge,,byte,,Memory information field Mapped_bytes.,0,supabase,,,
supabase.node.memory.mem_available_bytes,gauge,,byte,,Memory information field MemAvailable_bytes.,0,supabase,,,
supabase.node.memory.mem_free_bytes,gauge,,byte,,Memory information field MemFree_bytes.,0,supabase,,,
supabase.node.memory.mem_total_bytes,gauge,,byte,,Memory information field MemTotal_bytes.,0,supabase,,,
supabase.node.memory.mlocked_bytes,gauge,,byte,,Memory information field Mlocked_bytes.,0,supabase,,,
supabase.node.memory.nfs_unstable_bytes,gauge,,byte,,Memory information field NFS_Unstable_bytes.,0,supabase,,,
supabase.node.memory.page_tables_bytes,gauge,,byte,,Memory information field PageTables_bytes.,0,supabase,,,
supabase.node.memory.percpu_bytes,gauge,,byte,,Memory information field Percpu_bytes.,0,supabase,,,
supabase.node.memory.shmem_bytes,gauge,,byte,,Memory information field Shmem_bytes.,0,supabase,,,
supabase.node.memory.shmem_huge_pages_bytes,gauge,,byte,,Memory information field ShmemHugePages_bytes.,0,supabase,,,
supabase.node.memory.shmem_pmd_mapped_bytes,gauge,,byte,,Memory information field ShmemPmdMapped_bytes.,0,supabase,,,
supabase.node.memory.slab_bytes,gauge,,byte,,Memory information field Slab_bytes.,0,supabase,,,
supabase.node.memory.sreclaimable_bytes,gauge,,byte,,Memory information field SReclaimable_bytes.,0,supabase,,,
supabase.node.memory.sunreclaim_bytes,gauge,,byte,,Memory information field SUnreclaim_bytes.,0,supabase,,,
supabase.node.memory.swap_cached_bytes,gauge,,byte,,Memory information field SwapCached_bytes.,0,supabase,,,
supabase.node.memory.swap_free_bytes,gauge,,byte,,Memory information field SwapFree_bytes.,0,supabase,,,
supabase.node.memory.swap_total_bytes,gauge,,byte,,Memory information field SwapTotal_bytes.,0,supabase,,,
supabase.node.memory.unevictable_bytes,gauge,,byte,,Memory information field Unevictable_bytes.,0,supabase,,,
supabase.node.memory.vm_alloc_chunk_bytes,gauge,,byte,,Memory information field VmallocChunk_bytes.,0,supabase,,,
supabase.node.memory.vm_alloc_total_bytes,gauge,,byte,,Memory information field VmallocTotal_bytes.,0,supabase,,,
supabase.node.memory.vm_alloc_used_bytes,gauge,,byte,,Memory information field VmallocUsed_bytes.,0,supabase,,,
supabase.node.memory.writeback_bytes,gauge,,byte,,Memory information field Writeback_bytes.,0,supabase,,,
supabase.node.memory.writeback_tmp_bytes,gauge,,byte,,Memory information field WritebackTmp_bytes.,0,supabase,,,
supabase.node.network.receive_bytes.count,count,,byte,,Network device statistic receive_bytes.,0,supabase,,,
supabase.node.network.receive_compressed.count,count,,,,Network device statistic receive_compressed.,0,supabase,,,
supabase.node.network.receive_drop.count,count,,,,Network device statistic receive_drop.,0,supabase,,,
supabase.node.network.receive_errors.count,count,,,,Network device statistic receive_errs.,0,supabase,,,
supabase.node.network.receive_fifo.count,count,,,,Network device statistic receive_fifo.,0,supabase,,,
supabase.node.network.receive_frame.count,count,,,,Network device statistic receive_frame.,0,supabase,,,
supabase.node.network.receive_multicast.count,count,,,,Network device statistic receive_multicast.,0,supabase,,,
supabase.node.network.receive_packets.count,count,,,,Network device statistic receive_packets.,0,supabase,,,
supabase.node.network.transmit_bytes.count,count,,byte,,Network device statistic transmit_bytes.,0,supabase,,,
supabase.node.network.transmit_carrier.count,count,,,,Network device statistic transmit_carrier.,0,supabase,,,
supabase.node.network.transmit_colls.count,count,,,,Network device statistic transmit_colls.,0,supabase,,,
supabase.node.network.transmit_compressed.count,count,,,,Network device statistic transmit_compressed.,0,supabase,,,
supabase.node.network.transmit_drop.count,count,,,,Network device statistic transmit_drop.,0,supabase,,,
supabase.node.network.transmit_errors.count,count,,,,Network device statistic transmit_errs.,0,supabase,,,
supabase.node.network.transmit_fifo.count,count,,,,Network device statistic transmit_fifo.,0,supabase,,,
supabase.node.network.transmit_packets.count,count,,,,Network device statistic transmit_packets.,0,supabase,,,
supabase.node.scrape.collector_duration_seconds,gauge,,,,The duration of a collector scrape.,0,supabase,,,
supabase.node.scrape.collector_success,gauge,,,,Whether a collector succeeded.,0,supabase,,,
