metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
nginx_ingress.controller.cpu.time,count,,second,,Cpu usage in seconds,0,nginx-ingress-controller,cpu,
nginx_ingress.controller.last.reload.success,gauge,,,,Whether the last configuration reload attempt was successful,0,nginx-ingress-controller,nb reload,
nginx_ingress.controller.mem.resident,gauge,,byte,,Resident memory size in bytes,0,nginx-ingress-controller,mem rss,
nginx_ingress.controller.mem.virtual,gauge,,byte,,Virtual memory size in bytes,0,nginx-ingress-controller,mem virt,
nginx_ingress.controller.reload.success,count,,,,Cumulative number of Ingress controller reload operations,0,nginx-ingress-controller,nb reload,
nginx_ingress.controller.request.duration.count,gauge,,,,The count of request processing time,0,nginx-ingress-controller,request duration count,
nginx_ingress.controller.request.duration.sum,gauge,,millisecond,,The sum of request processing time,0,nginx-ingress-controller,request duration sum,
nginx_ingress.controller.requests,count,,request,,The total number of client requests,0,nginx-ingress-controller,nb reqs,
nginx_ingress.controller.response.duration.count,gauge,,,,Count of response duration per Ingress,0,nginx-ingress-controller,response duration count,
nginx_ingress.controller.response.duration.sum,gauge,,second,,Sum of response duration per Ingress,0,nginx-ingress-controller,response duration sum,
nginx_ingress.controller.upstream.latency.count,gauge,,,,Count of upstream service latency per Ingress,0,nginx-ingress-controller,upstream latency count,
nginx_ingress.controller.upstream.latency.quantile,gauge,,second,,Quantiles of upstream service latency per Ingress,0,nginx-ingress-controller,upstream latency quant,
nginx_ingress.controller.upstream.latency.sum,gauge,,second,,Sum of upstream service latency per Ingress,0,nginx-ingress-controller,upstream latency sum,
nginx_ingress.nginx.bytes.read,count,,byte,,Number of bytes read,0,nginx-ingress-controller,bytes read,
nginx_ingress.nginx.bytes.write,count,,byte,,Number of bytes written,0,nginx-ingress-controller,bytes written,
nginx_ingress.nginx.connections.current,gauge,,connection,,Current number of client connections with state,0,nginx-ingress-controller,current conn,
nginx_ingress.nginx.connections.total,count,,connection,,Total number of connections with state,0,nginx-ingress-controller,total conn,
nginx_ingress.nginx.cpu.time,count,,second,,Cpu usage in seconds,0,nginx-ingress-controller,cpu,
nginx_ingress.nginx.mem.resident,gauge,,byte,,Resident memory size in bytes,0,nginx-ingress-controller,mem rss,
nginx_ingress.nginx.mem.virtual,gauge,,byte,,Virtual memory size in bytes,0,nginx-ingress-controller,mem virt,
nginx_ingress.nginx.process.count,gauge,,process,,Number of nginx processes,0,nginx-ingress-controller,proc count,
nginx_ingress.nginx.requests.total,count,,request,,Total number of client requests,0,nginx-ingress-controller,total reqs,
