metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
cacti.hosts.count,gauge,,host,,The number of hosts monitored by Cacti,0,cacti,host count,
cacti.metrics.count,gauge,,,,The number of metrics collected from Cacti,0,cacti,metric count,
cacti.rrd.count,gauge,,file,,The number of Cacti RRD files,0,cacti,rrd count,
system.disk.free.last,gauge,,byte,,The amount of disk space that is free - last polling value,1,cacti,disk free last,
system.disk.free.max,gauge,,byte,,The amount of disk space that is free - max polling value,1,cacti,disk free max,
system.disk.free.min,gauge,,byte,,The amount of disk space that is free - min polling value,1,cacti,disk free min,
system.disk.used.last,gauge,,byte,,The amount of disk space that is used - last polling value,-1,cacti,disk used last,
system.disk.used.max,gauge,,byte,,The amount of disk space that is used - max polling value,-1,cacti,disk used max,
system.disk.used.min,gauge,,byte,,The amount of disk space that is used - min polling value,-1,cacti,disk used min,
system.load.1.last,gauge,,,,The average system load over one minute - last polling value,0,cacti,load 1 last,
system.load.1.max,gauge,,,,The average system load over one minute - max polling value,0,cacti,load 1 max,
system.load.1.min,gauge,,,,The average system load over one minute - min polling value,0,cacti,load 1 min,
system.load.15.last,gauge,,,,The average system load over 15 minute - last polling value,0,cacti,load 15 last,
system.load.15.max,gauge,,,,The average system load over 15 minute - max polling value,0,cacti,load 15 max,
system.load.15.min,gauge,,,,The average system load over 15 minute - min polling value,0,cacti,load 15 min,
system.load.5.last,gauge,,,,The average system load over five minute - last polling value,0,cacti,load 5 last,
system.load.5.max,gauge,,,,The average system load over five minute - max polling value,0,cacti,load 5 max,
system.load.5.min,gauge,,,,The average system load over five minute - min polling value,0,cacti,load 5 min,
system.mem.buffered.last,gauge,,byte,,The amount of physical RAM used for file buffers - last polling value,0,cacti,mem buffered last,
system.mem.buffered.max,gauge,,byte,,The amount of physical RAM used for file buffers - max polling value,0,cacti,mem buffered max,
system.mem.buffered.min,gauge,,byte,,The amount of physical RAM used for file buffers - min polling value,0,cacti,mem buffered min,
system.ping.latency,gauge,,millisecond,,The system ping latency - avg polling value,-1,cacti,ping latency avg,
system.ping.latency.max,gauge,,millisecond,,The system ping latency - max polling value,-1,cacti,ping latency max,
system.proc.running.last,gauge,,process,,The number of processes running - last polling value,0,cacti,proc last,
system.proc.running.max,gauge,,process,,The number of processes running - max polling value,0,cacti,proc max,
system.proc.running.min,gauge,,process,,The number of processes running - min polling value,0,cacti,proc min,
system.swap.free.max,gauge,,byte,,The amount of free swap space - max polling value,1,cacti,swp free max,
system.users.current.last,gauge,,,,The number of logged in users - last polling value,0,cacti,users last,
system.users.current.max,gauge,,,,The number of logged in users - max polling value,0,cacti,users max,
system.users.current.min,gauge,,,,The number of logged in users - min polling value,0,cacti,users min,
