metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
mapreduce.job.counter.map_counter_value,rate,,task,second,Counter value of map tasks,0,mapreduce,jb mp cntr,
mapreduce.job.counter.reduce_counter_value,rate,,task,second,Counter value of reduce tasks,0,mapreduce,jb red cntr,
mapreduce.job.counter.total_counter_value,rate,,task,second,Counter value of all tasks,0,mapreduce,jb tot cntr,
mapreduce.job.elapsed_time.95percentile,gauge,,millisecond,,95th percentile elapsed time since the application started,0,mapreduce,jb time mx 95,
mapreduce.job.elapsed_time.avg,gauge,,millisecond,,Average elapsed time since the application started,0,mapreduce,jb time avg,
mapreduce.job.elapsed_time.count,rate,,,,Number of times the elapsed time was sampled,0,mapreduce,jb time mx cnt,
mapreduce.job.elapsed_time.max,gauge,,millisecond,,Max elapsed time since the application started,0,mapreduce,jb time mx,
mapreduce.job.elapsed_time.median,gauge,,millisecond,,Median elapsed time since the application started,0,mapreduce,jb time mx med,
mapreduce.job.failed_map_attempts,rate,,task,second,Number of failed map attempts,0,mapreduce,jb fld mp att,
mapreduce.job.failed_reduce_attempts,rate,,task,second,Number of failed reduce attempts,0,mapreduce,jb fld red att,
mapreduce.job.killed_map_attempts,rate,,task,second,Number of killed map attempts,0,mapreduce,jb klld mp att,
mapreduce.job.killed_reduce_attempts,rate,,task,second,Number of killed reduce attempts,0,mapreduce,jb klld red att,
mapreduce.job.map.task.elapsed_time.95percentile,gauge,,millisecond,,95th percentile of all map tasks elapsed time,0,mapreduce,mp tsk tm 95,
mapreduce.job.map.task.elapsed_time.avg,gauge,,millisecond,,Average of all map tasks elapsed time,0,mapreduce,mp tsk tm avg,
mapreduce.job.map.task.elapsed_time.count,rate,,,,Number of times the map tasks elapsed time were sampled,0,mapreduce,mp tsk tm cnt,
mapreduce.job.map.task.elapsed_time.max,gauge,,millisecond,,Max of all map tasks elapsed time,0,mapreduce,mp tsk tm mx,
mapreduce.job.map.task.elapsed_time.median,gauge,,millisecond,,Median of all map tasks elapsed time,0,mapreduce,mp tsk tm med,
mapreduce.job.maps_completed,rate,,task,second,Number of completed maps,0,mapreduce,jb mp com,
mapreduce.job.maps_pending,rate,,task,second,Number of pending maps ,0,mapreduce,jb mp pen,
mapreduce.job.maps_running,rate,,task,second,Number of running maps,0,mapreduce,jb mp run,
mapreduce.job.maps_total,rate,,task,second,Total number of maps,0,mapreduce,jb mps,
mapreduce.job.new_map_attempts,rate,,task,second,Number of new map attempts,0,mapreduce,jb new mp att,
mapreduce.job.new_reduce_attempts,rate,,task,second,Number of new reduce attempts,0,mapreduce,jb new red att,
mapreduce.job.reduce.task.elapsed_time.95percentile,gauge,,millisecond,,95th percentile of all reduce tasks elapsed time,0,mapreduce,red tsk tm 95,
mapreduce.job.reduce.task.elapsed_time.avg,gauge,,millisecond,,Average of all reduce tasks elapsed time,0,mapreduce,red tsk tm avg,
mapreduce.job.reduce.task.elapsed_time.count,rate,,,,Number of times the reduce tasks elapsed time were sampled,0,mapreduce,red tsk tm cnt,
mapreduce.job.reduce.task.elapsed_time.max,gauge,,millisecond,,Max of all reduce tasks elapsed time,0,mapreduce,red tsk tm mx,
mapreduce.job.reduce.task.elapsed_time.median,gauge,,millisecond,,Median of all reduce tasks elapsed time,0,mapreduce,red tsk tm med,
mapreduce.job.reduces_completed,rate,,task,second,Number of completed reduces,0,mapreduce,jb red comp,
mapreduce.job.reduces_pending,rate,,task,second,Number of pending reduces,0,mapreduce,jb red pen,
mapreduce.job.reduces_running,rate,,task,second,Number of running reduces,0,mapreduce,jb red run,
mapreduce.job.reduces_total,rate,,task,second,Number of reduces,0,mapreduce,jb red,
mapreduce.job.running_map_attempts,rate,,task,second,Number of running map attempts,0,mapreduce,jb run mp att,
mapreduce.job.running_reduce_attempts,rate,,task,second,Number of running reduce attempts,0,mapreduce,jb run red att,
mapreduce.job.successful_map_attempts,rate,,task,second,Number of successful map attempts,0,mapreduce,jb suc mp att,
mapreduce.job.successful_reduce_attempts,rate,,task,second,Number of successful reduce attempts,0,mapreduce,jb suc red att,
