metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
nvidia.jetson.cpu.freq,gauge,,megahertz,,CPU frequency,0,nvidia_jetson,cpu.freq,
nvidia.jetson.cpu.inactive_count,gauge,,unit,,Number of inactive cores,0,nvidia_jetson,cpu.inactive_count,
nvidia.jetson.cpu.total_count,gauge,,unit,,Total number of cores,0,nvidia_jetson,cpu.total_count,
nvidia.jetson.cpu.usage,gauge,,percent,,Load statistics of the CPU core relative to the current running frequency or 'off' in case a core is currently powered down,0,nvidia_jetson,cpu.usage,
nvidia.jetson.emc.freq,gauge,,megahertz,,EMC frequency,0,nvidia_jetson,emc.freq,
nvidia.jetson.emc.usage,gauge,,percent,,Percent of EMC memory bandwidth being used relative to the current running frequency,0,nvidia_jetson,emc.usage,
nvidia.jetson.gpu.freq,gauge,,megahertz,,GR3D frequency,0,nvidia_jetson,gpu.freq,
nvidia.jetson.gpu.usage,gauge,,percent,,Percent of the GR3D that is being used relative to the current running frequency,0,nvidia_jetson,gpu.usage,
nvidia.jetson.iram.lfb,gauge,,byte,,Size of the largest free block,0,nvidia_jetson,iram.lfb,
nvidia.jetson.iram.total,gauge,,byte,,Total amount of IRAM memory available,0,nvidia_jetson,iram.total,
nvidia.jetson.iram.used,gauge,,byte,,Amount of IRAM memory in use,0,nvidia_jetson,ram.used,
nvidia.jetson.mem.lfb,gauge,,byte,,Size of the largest free block,0,nvidia_jetson,mem.lfb,
nvidia.jetson.mem.n_lfb,gauge,,unit,,The number of free blocks of the largest size,0,nvidia_jetson,mem.n_lfb,
nvidia.jetson.mem.total,gauge,,byte,,Total amount of RAM available for applications,0,nvidia_jetson,mem.total,
nvidia.jetson.mem.used,gauge,,byte,,Amount of RAM in use,0,nvidia_jetson,mem.used,
nvidia.jetson.power.average,gauge,,milliwatt,,Average power consumption,0,nvidia_jetson,power.average,
nvidia.jetson.power.instant,gauge,,milliwatt,,Current power consumption,0,nvidia_jetson,power.instant,
nvidia.jetson.swap.cached,gauge,,byte,,Amount of SWAP cached in megabytes,0,nvidia_jetson,swap.cached,
nvidia.jetson.swap.total,gauge,,byte,,Total amount of SWAP available for applications,0,nvidia_jetson,swap.total,
nvidia.jetson.swap.used,gauge,,byte,,Amount of SWAP in use in megabytes,0,nvidia_jetson,swap.used,
nvidia.jetson.temp,gauge,,degree celsius,,Temperature,0,nvidia_jetson,temp,
