metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
aws_neuron.execution.errors.count,count,,,,Execution errors total,0,aws_neuron,,,
aws_neuron.execution.errors_created,gauge,,,,Execution errors total,0,aws_neuron,,,
aws_neuron.execution.latency_seconds,gauge,,second,,Execution latency in seconds,0,aws_neuron,,,
aws_neuron.execution.status.count,count,,,,Execution status total,0,aws_neuron,,,
aws_neuron.execution.status_created,gauge,,,,Execution status total,0,aws_neuron,,,
aws_neuron.hardware_ecc_events.count,count,,,,Hardware ecc events total,0,aws_neuron,,,
aws_neuron.hardware_ecc_events_created,gauge,,,,Hardware ecc events total,0,aws_neuron,,,
aws_neuron.instance_info,gauge,,,,EC2 instance information,0,aws_neuron,,,
aws_neuron.neuron_hardware_info,gauge,,,,Neuron Hardware Information,0,aws_neuron,,,
aws_neuron.neuron_runtime.memory_used_bytes,gauge,,byte,,Runtime memory used bytes,0,aws_neuron,,,
aws_neuron.neuron_runtime.vcpu_usage_ratio,gauge,,fraction,,Runtime vCPU utilization ratio,0,aws_neuron,,,
aws_neuron.neuroncore.memory_usage.constants,gauge,,byte,,NeuronCore memory utilization for constants,0,aws_neuron,,,
aws_neuron.neuroncore.memory_usage.model.code,gauge,,byte,,NeuronCore memory utilization for model_code,0,aws_neuron,,,
aws_neuron.neuroncore.memory_usage.model.shared_scratchpad,gauge,,byte,,NeuronCore memory utilization for model_shared_scratchpad,0,aws_neuron,,,
aws_neuron.neuroncore.memory_usage.runtime_memory,gauge,,byte,,NeuronCore memory utilization for runtime_memory,0,aws_neuron,,,
aws_neuron.neuroncore.memory_usage.tensors,gauge,,byte,,NeuronCore memory utilization for tensors,0,aws_neuron,,,
aws_neuron.neuroncore.utilization_ratio,gauge,,fraction,,NeuronCore utilization ratio,0,aws_neuron,,,
aws_neuron.process.cpu_seconds.count,count,,second,,Total user and system CPU time spent in seconds.,0,aws_neuron,,,
aws_neuron.process.max_fds,gauge,,,,Maximum number of open file descriptors.,0,aws_neuron,,,
aws_neuron.process.open_fds,gauge,,,,Number of open file descriptors.,0,aws_neuron,,,
aws_neuron.process.resident_memory_bytes,gauge,,byte,,Resident memory size in bytes.,0,aws_neuron,,,
aws_neuron.process.start_time_seconds,gauge,,second,,Start time of the process since unix epoch in seconds.,0,aws_neuron,,,
aws_neuron.process.virtual_memory_bytes,gauge,,byte,,Virtual memory size in bytes.,0,aws_neuron,,,
aws_neuron.python_gc.collections.count,count,,,,Number of times this generation was collected,0,aws_neuron,,,
aws_neuron.python_gc.objects_collected.count,count,,,,Objects collected during gc,0,aws_neuron,,,
aws_neuron.python_gc.objects_uncollectable.count,count,,,,Uncollectable objects found during GC,0,aws_neuron,,,
aws_neuron.python_info,gauge,,,,Python platform information,0,aws_neuron,,,
aws_neuron.system.memory.total_bytes,gauge,,byte,,System memory total_bytes bytes,0,aws_neuron,,,
aws_neuron.system.memory.used_bytes,gauge,,byte,,System memory used_bytes bytes,0,aws_neuron,,,
aws_neuron.system.swap.total_bytes,gauge,,byte,,System swap total_bytes bytes,0,aws_neuron,,,
aws_neuron.system.swap.used_bytes,gauge,,byte,,System swap used_bytes bytes,0,aws_neuron,,,
aws_neuron.system.vcpu.count,gauge,,,,System vCPU count,0,aws_neuron,,,
aws_neuron.system.vcpu.usage_ratio,gauge,,fraction,,System CPU utilization ratio,0,aws_neuron,,,
