metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
mapr.alarms.alarm_raised,gauge,10,thread,,The number of threads that are waiting to be executed. This can occur when a thread must wait for another thread to perform an action before proceeding.,0,mapr,,
mapr.cache.lookups_data,count,10,operation,,The number of cache lookups in the block cache.,0,mapr,,
mapr.cache.lookups_dir,count,10,operation,,The number of cache lookups in the table LRU cache. The table LRU is used for storing internal B-Tree leaf pages.,0,mapr,,
mapr.cache.lookups_inode,count,10,,,The number of cache lookups in the inode cache.,0,mapr,,
mapr.cache.lookups_largefile,count,10,operation,,The number of cache lookups in the large file LRU cache. The large file LRU is used for storing files with size greater than 64K and MapR database data pages.,0,mapr,,
mapr.cache.lookups_meta,count,10,operation,,The number of cache lookups on the meta LRU cache. The meta LRU is used for storing internal B-Tree pages.,0,mapr,,
mapr.cache.lookups_smallfile,count,10,operation,,The number of cache lookups on the small file LRU cache. This LRU is used for storing files with size less than 64K and MapR database index pages.,0,mapr,,
mapr.cache.lookups_table,count,10,operation,,The number of cache lookups in the table LRU cache. The table LRU is used for storing internal B-Tree leaf pages.,0,mapr,,
mapr.cache.misses_data,count,10,miss,,The number of cache misses in the block cache.,0,mapr,,
mapr.cache.misses_dir,count,10,miss,,The number of cache misses on the table LRU cache.,0,mapr,,
mapr.cache.misses_inode,count,10,miss,,The number of cache misses in the inode cache.,0,mapr,,
mapr.cache.misses_largefile,count,10,miss,,The number of cache misses on the large file LRU cache.,0,mapr,,
mapr.cache.misses_meta,count,10,miss,,The number of cache misses on the meta LRU cache.,0,mapr,,
mapr.cache.misses_smallfile,count,10,miss,,The number of cache misses on the small file LRU cache.,0,mapr,,
mapr.cache.misses_table,count,10,miss,,The number of cache misses on the table LRU cache.,0,mapr,,
mapr.cldb.cluster_cpu_total,gauge,10,cpu,,The number of physical CPUs in the cluster.,0,mapr,,
mapr.cldb.cluster_cpubusy_percent,gauge,10,percent,,The aggregate percentage of busy CPUs in the cluster.,0,mapr,,
mapr.cldb.cluster_disk_capacity,gauge,10,gibibyte,,The storage capacity for MapR disks in GB.,0,mapr,,
