metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
hubspot.content_hub.breakdown.bounce_rate,gauge,,fraction,,Ratio of bounces to visits,-1,hubspot_content_hub,Breakdown Bounce Rate,,
hubspot.content_hub.breakdown.bounces,gauge,,,,The total count of bounces from traffic,-1,hubspot_content_hub,Breakdown Bounces,,
hubspot.content_hub.breakdown.count,gauge,,,,Total breakdown subtypes sent or created in an account,0,hubspot_content_hub,Breakdown Count,,
hubspot.content_hub.breakdown.new_visitor_session_rate,gauge,,fraction,,Rate of new visitors starting sessions,1,hubspot_content_hub,Breakdown New Visitor Session Rate,,
hubspot.content_hub.breakdown.pageviews_per_session,gauge,,,,Average page views per session,1,hubspot_content_hub,Breakdown Pageviews Per Session,,
hubspot.content_hub.breakdown.raw_views,gauge,,,,Total number of content views including duplicates,1,hubspot_content_hub,Breakdown Raw Views,,
hubspot.content_hub.breakdown.returning_visits,gauge,,,,Visits from users who have previously visited,1,hubspot_content_hub,Breakdown Returning Visits,,
hubspot.content_hub.breakdown.standard_views,gauge,,,,Views of standard pages or content,1,hubspot_content_hub,Breakdown Standard Views,,
hubspot.content_hub.breakdown.time,gauge,,second,,Total time spent on the content or site,1,hubspot_content_hub,Breakdown Time,,
hubspot.content_hub.breakdown.time_per_session,gauge,,second,,Average time spent per session,1,hubspot_content_hub,Breakdown Time Per Session,,
hubspot.content_hub.breakdown.visitors,gauge,,,,Number of unique visitors to the content,1,hubspot_content_hub,Breakdown Visitors,,
hubspot.content_hub.breakdown.visits,gauge,,,,Total number of visits to the content,1,hubspot_content_hub,Breakdown Visits,,
hubspot.content_hub.content.count,gauge,,,,Total count of content sent or created in an account,0,hubspot_content_hub,Content Count,,
hubspot.content_hub.content.entrances,gauge,,,,Number of times users entered the site through the content,1,hubspot_content_hub,Content Entrances,,
hubspot.content_hub.content.exits,gauge,,,,Number of times users exited the site from the content,0,hubspot_content_hub,Content Exits,,
hubspot.content_hub.content.exits_per_pageview,gauge,,,,Average number of exits per page view,0,hubspot_content_hub,Content Exits Per Pageview,,
hubspot.content_hub.content.new_visitor_raw_views,gauge,,,,Total views by new visitors including duplicates,1,hubspot_content_hub,Content New Visitor Raw Views,,
hubspot.content_hub.content.page_bounce_rate,gauge,,fraction,,Ratio of page bounces to entrances,-1,hubspot_content_hub,Content Page Bounce Rate,,
hubspot.content_hub.content.page_bounces,gauge,,,,Number of page bounces,-1,hubspot_content_hub,Content Page Bounces,,
hubspot.content_hub.content.page_time,gauge,,second,,Total time spent on the content page,1,hubspot_content_hub,Content Page Time,,
hubspot.content_hub.content.raw_views,gauge,,,,Total number of content views including duplicates,1,hubspot_content_hub,Content Raw Views,,
hubspot.content_hub.content.standard_views,gauge,,,,Views of standard pages or content,1,hubspot_content_hub,Content Standard Views,,
hubspot.content_hub.content.time_per_pageview,gauge,,second,,Average time spent per page view,1,hubspot_content_hub,Content Time Per Pageview,,
