metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
hpe_aruba_edgeconnect.application.latency,gauge,,millisecond,,Application latency,0,hpe_aruba_edgeconnect,application latency,,application:myapp latency_type:total
hpe_aruba_edgeconnect.circuit.sla.jitter,gauge,,millisecond,,Average SLA probe jitter,0,hpe_aruba_edgeconnect,circuit sla jitter,,probe_target:om_passThrough_6
hpe_aruba_edgeconnect.circuit.sla.latency,gauge,,millisecond,,Average SLA probe latency,0,hpe_aruba_edgeconnect,circuit sla latency,,probe_target:om_passThrough_6
hpe_aruba_edgeconnect.circuit.sla.loss,gauge,,percent,,Average SLA probe packet loss,0,hpe_aruba_edgeconnect,circuit sla loss,,probe_target:om_passThrough_6
hpe_aruba_edgeconnect.device.cpu.usage,gauge,,percent,,CPU usage percentage of the appliance,0,hpe_aruba_edgeconnect,device cpu usage,,appliance_ip:10.0.0.1
hpe_aruba_edgeconnect.device.disk.usage,gauge,,percent,,Disk usage percentage of the appliance,0,hpe_aruba_edgeconnect,device disk usage,,appliance_ip:10.0.0.1
hpe_aruba_edgeconnect.device.hardware.ok,gauge,,,,Hardware alarm status of the appliance (1=ok 0=alarm active),0,hpe_aruba_edgeconnect,device hardware ok,,appliance_ip:10.0.0.1
hpe_aruba_edgeconnect.device.memory.usage,gauge,,percent,,Memory usage percentage of the appliance,0,hpe_aruba_edgeconnect,device memory usage,,appliance_ip:10.0.0.1
hpe_aruba_edgeconnect.device.reachability,gauge,,,,Whether the appliance is reachable from the orchestrator (1=reachable 0=not),0,hpe_aruba_edgeconnect,device reachability,,appliance_name:SydneySP01
hpe_aruba_edgeconnect.device.uptime,gauge,,second,,Uptime of the appliance in seconds,0,hpe_aruba_edgeconnect,device uptime,,appliance_name:SydneySP01
hpe_aruba_edgeconnect.interface.admin.status,gauge,,,,Administrative status of the interface (1=up 2=down),0,hpe_aruba_edgeconnect,interface admin status,,interface_name:wan0
