metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
couchdb.couch_replicator.changes_read_failures,gauge,,,,number of failed replicator changes read failures,0,couchdb2,
couchdb.couch_replicator.changes_reader_deaths,gauge,,,,number of failed replicator changes readers,0,couchdb2,
couchdb.couch_replicator.changes_manager_deaths,gauge,,,,number of failed replicator changes managers,0,couchdb2,
couchdb.couch_replicator.changes_queue_deaths,gauge,,,,number of failed replicator changes work queues,0,couchdb2,
couchdb.couch_replicator.checkpoints.success,gauge,,,,number of checkpoints successfully saves,0,couchdb2,
couchdb.couch_replicator.checkpoints.failure,gauge,,,,number of failed checkpoint saves,0,couchdb2,
couchdb.couch_replicator.failed_starts,gauge,,,,number of replications that have failed to start,0,couchdb2,
couchdb.couch_replicator.requests,gauge,,,,number of HTTP requests made by the replicator,0,couchdb2,
couchdb.couch_replicator.responses.failure,gauge,,,,number of failed HTTP responses received by the replicator,0,couchdb2,
couchdb.couch_replicator.responses.success,gauge,,,,number of successful HTTP responses received by the replicator,0,couchdb2,
couchdb.couch_replicator.stream_responses.failure,gauge,,,,number of failed streaming HTTP responses received by the replicator,0,couchdb2,
couchdb.couch_replicator.stream_responses.success,gauge,,,,number of successful streaming HTTP responses received by the replicator,0,couchdb2,
couchdb.couch_replicator.worker_deaths,gauge,,,,number of failed replicator workers,0,couchdb2,
couchdb.couch_replicator.workers_started,gauge,,,,number of replicator workers started,0,couchdb2,
couchdb.rexi.buffered,gauge,,,,number of rexi messages buffered,0,couchdb2,
couchdb.rexi.down,gauge,,,,number of rexi_DOWN messages handled,0,couchdb2,
couchdb.rexi.dropped,gauge,,,,number of rexi messages dropped from buffers,0,couchdb2,
couchdb.rexi.streams.timeout.init_stream,gauge,,,,number of rexi stream initialization timeouts,0,couchdb2,
couchdb.rexi.streams.timeout.stream,gauge,,,,number of rexi stream timeouts,0,couchdb2,
couchdb.rexi.streams.timeout.wait_for_ack,gauge,,,,number of rexi stream timeouts while waiting for acks,0,couchdb2,
