metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
lustre.filesystem.truncate.sumsq,gauge,,,,Sum of squares for truncate operation times,0,lustre,fs truncate sumsq,,
lustre.filesystem.unlink.count,count,,,,Number of unlink operations,0,lustre,fs unlink count,,
lustre.filesystem.unlink.max,gauge,,microsecond,,Maximum unlink operation time,0,lustre,fs unlink max,,
lustre.filesystem.unlink.min,gauge,,microsecond,,Minimum unlink operation time,0,lustre,fs unlink min,,
lustre.filesystem.unlink.sum,gauge,,microsecond,,Total unlink operation time,0,lustre,fs unlink sum,,
lustre.filesystem.unlink.sumsq,gauge,,,,Sum of squares for unlink operation times,0,lustre,fs unlink sumsq,,
lustre.filesystem.write.count,count,,,,Number of write operations,0,lustre,fs write count,,
lustre.filesystem.write.max,gauge,,microsecond,,Maximum write operation time,0,lustre,fs write max,,
lustre.filesystem.write.min,gauge,,microsecond,,Minimum write operation time,0,lustre,fs write min,,
lustre.filesystem.write.sum,gauge,,microsecond,,Total write operation time,0,lustre,fs write sum,,
lustre.filesystem.write.sumsq,gauge,,,,Sum of squares for write operation times,0,lustre,fs write sumsq,,
lustre.filesystem.write_bytes.count,count,,,,Number of write bytes operations,0,lustre,fs write bytes count,,
lustre.filesystem.write_bytes.max,gauge,,byte,,Maximum write size in bytes,0,lustre,fs write bytes max,,
lustre.filesystem.write_bytes.min,gauge,,byte,,Minimum number of bytes written in a single operation,0,lustre,fs write bytes min,,
lustre.filesystem.write_bytes.sum,gauge,,byte,,Total number of bytes written,0,lustre,fs write bytes sum,,
lustre.filesystem.write_bytes.sumsq,gauge,,,,Sum of squares for bytes written,0,lustre,fs write bytes sumsq,,
lustre.job_stats.close.count,count,,,,Number of close operation samples per job,0,lustre,job close count,,
lustre.job_stats.close.max,gauge,,microsecond,,Maximum close operation time per job,0,lustre,job close max,,
lustre.job_stats.close.min,gauge,,microsecond,,Minimum close operation time per job,0,lustre,job close min,,
lustre.job_stats.close.sum,gauge,,microsecond,,Total close operation time per job,0,lustre,job close sum,,
lustre.job_stats.close.sumsq,gauge,,,,Sum of squares for close operation times per job,0,lustre,job close sumsq,,
lustre.job_stats.create.count,count,,,,Number of create operation samples per job,0,lustre,job create count,,
lustre.job_stats.create.max,gauge,,microsecond,,Maximum create operation time per job,0,lustre,job create max,,
lustre.job_stats.create.min,gauge,,microsecond,,Minimum create operation time per job,0,lustre,job create min,,
lustre.job_stats.create.sum,gauge,,microsecond,,Total create operation time per job,0,lustre,job create sum,,
lustre.job_stats.create.sumsq,gauge,,,,Sum of squares for create operation times per job,0,lustre,job create sumsq,,
lustre.job_stats.crossdir_rename.count,count,,,,Number of cross-directory rename operation samples per job,0,lustre,job crossdir_rename count,,
lustre.job_stats.crossdir_rename.max,gauge,,microsecond,,Maximum cross-directory rename operation time per job,0,lustre,job crossdir_rename max,,
lustre.job_stats.crossdir_rename.min,gauge,,microsecond,,Minimum cross-directory rename operation time per job,0,lustre,job crossdir_rename min,,
lustre.job_stats.crossdir_rename.sum,gauge,,microsecond,,Total cross-directory rename operation time per job,0,lustre,job crossdir_rename sum,,
lustre.job_stats.crossdir_rename.sumsq,gauge,,,,Sum of squares for cross-directory rename operation times per job,0,lustre,job crossdir_rename sumsq,,
lustre.job_stats.destroy.count,count,,,,Number of destroy operation samples per job,0,lustre,job destroy count,,
lustre.job_stats.destroy.max,gauge,,microsecond,,Maximum destroy operation time per job,0,lustre,job destroy max,,
lustre.job_stats.destroy.min,gauge,,microsecond,,Minimum destroy operation time per job,0,lustre,job destroy min,,
lustre.job_stats.destroy.sum,gauge,,microsecond,,Total destroy operation time per job,0,lustre,job destroy sum,,
lustre.job_stats.destroy.sumsq,gauge,,,,Sum of squares for destroy operation times per job,0,lustre,job destroy sumsq,,
lustre.job_stats.fallocate.count,count,,,,Number of file space allocation operation samples per job,0,lustre,job fallocate count,,
lustre.job_stats.fallocate.max,gauge,,microsecond,,Maximum fallocate operation time per job,0,lustre,job fallocate max,,
lustre.job_stats.fallocate.min,gauge,,microsecond,,Minimum fallocate operation time per job,0,lustre,job fallocate min,,
lustre.job_stats.fallocate.sum,gauge,,microsecond,,Total fallocate operation time per job,0,lustre,job fallocate sum,,
lustre.job_stats.fallocate.sumsq,gauge,,,,Sum of squares for fallocate operation times per job,0,lustre,job fallocate sumsq,,
lustre.job_stats.get_info.count,count,,,,Number of get_info operation samples per job,0,lustre,job get_info count,,
lustre.job_stats.get_info.max,gauge,,microsecond,,Maximum get_info operation time per job,0,lustre,job get_info max,,
lustre.job_stats.get_info.min,gauge,,microsecond,,Minimum get_info operation time per job,0,lustre,job get_info min,,
lustre.job_stats.get_info.sum,gauge,,microsecond,,Total get_info operation time per job,0,lustre,job get_info sum,,
lustre.job_stats.get_info.sumsq,gauge,,,,Sum of squares for get_info operation times per job,0,lustre,job get_info sumsq,,
lustre.job_stats.getattr.count,count,,,,Number of getattr operation samples per job,0,lustre,job getattr count,,
lustre.job_stats.getattr.max,gauge,,microsecond,,Maximum getattr operation time per job,0,lustre,job getattr max,,
lustre.job_stats.getattr.min,gauge,,microsecond,,Minimum getattr operation time per job,0,lustre,job getattr min,,
lustre.job_stats.getattr.sum,gauge,,microsecond,,Total getattr operation time per job,0,lustre,job getattr sum,,
lustre.job_stats.getattr.sumsq,gauge,,,,Sum of squares for getattr operation times per job,0,lustre,job getattr sumsq,,
lustre.job_stats.getxattr.count,count,,,,Number of getxattr operation samples per job,0,lustre,job getxattr count,,
lustre.job_stats.getxattr.max,gauge,,microsecond,,Maximum getxattr operation time per job,0,lustre,job getxattr max,,
lustre.job_stats.getxattr.min,gauge,,microsecond,,Minimum getxattr operation time per job,0,lustre,job getxattr min,,
lustre.job_stats.getxattr.sum,gauge,,microsecond,,Total getxattr operation time per job,0,lustre,job getxattr sum,,
lustre.job_stats.getxattr.sumsq,gauge,,,,Sum of squares for getxattr operation times per job,0,lustre,job getxattr sumsq,,
lustre.job_stats.link.count,count,,,,Number of link operation samples per job,0,lustre,job link count,,
lustre.job_stats.link.max,gauge,,microsecond,,Maximum link operation time per job,0,lustre,job link max,,
lustre.job_stats.link.min,gauge,,microsecond,,Minimum link operation time per job,0,lustre,job link min,,
lustre.job_stats.link.sum,gauge,,microsecond,,Total link operation time per job,0,lustre,job link sum,,
lustre.job_stats.link.sumsq,gauge,,,,Sum of squares for link operation times per job,0,lustre,job link sumsq,,
lustre.job_stats.migrate.count,count,,,,Number of migrate operation samples per job,0,lustre,job migrate count,,
lustre.job_stats.migrate.max,gauge,,microsecond,,Maximum migrate operation time per job,0,lustre,job migrate max,,
lustre.job_stats.migrate.min,gauge,,microsecond,,Minimum migrate operation time per job,0,lustre,job migrate min,,
lustre.job_stats.migrate.sum,gauge,,microsecond,,Total migrate operation time per job,0,lustre,job migrate sum,,
lustre.job_stats.migrate.sumsq,gauge,,,,Sum of squares for migrate operation times per job,0,lustre,job migrate sumsq,,
lustre.job_stats.mkdir.count,count,,,,Number of mkdir operation samples per job,0,lustre,job mkdir count,,
lustre.job_stats.mkdir.max,gauge,,microsecond,,Maximum mkdir operation time per job,0,lustre,job mkdir max,,
lustre.job_stats.mkdir.min,gauge,,microsecond,,Minimum mkdir operation time per job,0,lustre,job mkdir min,,
lustre.job_stats.mkdir.sum,gauge,,microsecond,,Total mkdir operation time per job,0,lustre,job mkdir sum,,
lustre.job_stats.mkdir.sumsq,gauge,,,,Sum of squares for mkdir operation times per job,0,lustre,job mkdir sumsq,,
lustre.job_stats.mknod.count,count,,,,Number of mknod operation samples per job,0,lustre,job mknod count,,
lustre.job_stats.mknod.max,gauge,,microsecond,,Maximum mknod operation time per job,0,lustre,job mknod max,,
lustre.job_stats.mknod.min,gauge,,microsecond,,Minimum mknod operation time per job,0,lustre,job mknod min,,
lustre.job_stats.mknod.sum,gauge,,microsecond,,Total mknod operation time per job,0,lustre,job mknod sum,,
lustre.job_stats.mknod.sumsq,gauge,,,,Sum of squares for mknod operation times per job,0,lustre,job mknod sumsq,,
lustre.job_stats.open.count,count,,,,Number of open operation samples per job,0,lustre,job open count,,
lustre.job_stats.open.max,gauge,,microsecond,,Maximum open operation time per job,0,lustre,job open max,,
lustre.job_stats.open.min,gauge,,microsecond,,Minimum open operation time per job,0,lustre,job open min,,
lustre.job_stats.open.sum,gauge,,microsecond,,Total open operation time per job,0,lustre,job open sum,,
lustre.job_stats.open.sumsq,gauge,,,,Sum of squares for open operation times per job,0,lustre,job open sumsq,,
lustre.job_stats.parallel_rename_dir.count,count,,,,Number of parallel directory rename operation samples per job,0,lustre,job parallel_rename_dir count,,
lustre.job_stats.parallel_rename_dir.max,gauge,,microsecond,,Maximum parallel directory rename operation time per job,0,lustre,job parallel_rename_dir max,,
lustre.job_stats.parallel_rename_dir.min,gauge,,microsecond,,Minimum parallel directory rename operation time per job,0,lustre,job parallel_rename_dir min,,
lustre.job_stats.parallel_rename_dir.sum,gauge,,microsecond,,Total parallel directory rename operation time per job,0,lustre,job parallel_rename_dir sum,,
lustre.job_stats.parallel_rename_dir.sumsq,gauge,,,,Sum of squares for parallel directory rename operation times per job,0,lustre,job parallel_rename_dir sumsq,,
lustre.job_stats.parallel_rename_file.count,count,,,,Number of parallel file rename operation samples per job,0,lustre,job parallel_rename_file count,,
lustre.job_stats.parallel_rename_file.max,gauge,,microsecond,,Maximum parallel file rename operation time per job,0,lustre,job parallel_rename_file max,,
lustre.job_stats.parallel_rename_file.min,gauge,,microsecond,,Minimum parallel file rename operation time per job,0,lustre,job parallel_rename_file min,,
lustre.job_stats.parallel_rename_file.sum,gauge,,microsecond,,Total parallel file rename operation time per job,0,lustre,job parallel_rename_file sum,,
lustre.job_stats.parallel_rename_file.sumsq,gauge,,,,Sum of squares for parallel file rename operation times per job,0,lustre,job parallel_rename_file sumsq,,
lustre.job_stats.prealloc.count,count,,,,Number of prealloc operation samples per job,0,lustre,job prealloc count,,
lustre.job_stats.prealloc.max,gauge,,microsecond,,Maximum prealloc operation time per job,0,lustre,job prealloc max,,
lustre.job_stats.prealloc.min,gauge,,microsecond,,Minimum prealloc operation time per job,0,lustre,job prealloc min,,
lustre.job_stats.prealloc.sum,gauge,,microsecond,,Total prealloc operation time per job,0,lustre,job prealloc sum,,
lustre.job_stats.prealloc.sumsq,gauge,,,,Sum of squares for prealloc operation times per job,0,lustre,job prealloc sumsq,,
lustre.job_stats.punch.count,count,,,,Number of hole punching operation samples per job,0,lustre,job punch count,,
lustre.job_stats.punch.max,gauge,,microsecond,,Maximum punch operation time per job,0,lustre,job punch max,,
lustre.job_stats.punch.min,gauge,,microsecond,,Minimum punch operation time per job,0,lustre,job punch min,,
lustre.job_stats.punch.sum,gauge,,microsecond,,Total punch operation time per job,0,lustre,job punch sum,,
lustre.job_stats.punch.sumsq,gauge,,,,Sum of squares for punch operation times per job,0,lustre,job punch sumsq,,
lustre.job_stats.quotactl.count,count,,,,Number of quota control operation samples per job,0,lustre,job quotactl count,,
lustre.job_stats.quotactl.max,gauge,,microsecond,,Maximum quotactl operation time per job,0,lustre,job quotactl max,,
lustre.job_stats.quotactl.min,gauge,,microsecond,,Minimum quotactl operation time per job,0,lustre,job quotactl min,,
lustre.job_stats.quotactl.sum,gauge,,microsecond,,Total quotactl operation time per job,0,lustre,job quotactl sum,,
lustre.job_stats.quotactl.sumsq,gauge,,,,Sum of squares for quotactl operation times per job,0,lustre,job quotactl sumsq,,
lustre.job_stats.read.count,count,,,,Number of read operation samples per job,0,lustre,job read count,,
lustre.job_stats.read.max,gauge,,microsecond,,Maximum read operation time per job,0,lustre,job read max,,
lustre.job_stats.read.min,gauge,,microsecond,,Minimum read operation time per job,0,lustre,job read min,,
lustre.job_stats.read.sum,gauge,,microsecond,,Total read operation time per job,0,lustre,job read sum,,
lustre.job_stats.read.sumsq,gauge,,,,Sum of squares for read operation times per job,0,lustre,job read sumsq,,
lustre.job_stats.read_bytes.bucket,count,,,,Histogram bucket of read bytes samples per job,0,lustre,job read_bytes count,,
lustre.job_stats.read_bytes.count,count,,,,Number of read bytes samples per job,0,lustre,job read_bytes count,,
lustre.job_stats.read_bytes.max,gauge,,byte,,Maximum bytes read per job,0,lustre,job read_bytes max,,
lustre.job_stats.read_bytes.min,gauge,,byte,,Minimum bytes read per job,0,lustre,job read_bytes min,,
lustre.job_stats.read_bytes.sum,gauge,,byte,,Total bytes read per job,0,lustre,job read_bytes sum,,
lustre.job_stats.read_bytes.sumsq,gauge,,,,Sum of squares for bytes read per job,0,lustre,job read_bytes sumsq,,
lustre.job_stats.rename.count,count,,,,Number of rename operation samples per job,0,lustre,job rename count,,
lustre.job_stats.rename.max,gauge,,microsecond,,Maximum rename operation time per job,0,lustre,job rename max,,
lustre.job_stats.rename.min,gauge,,microsecond,,Minimum rename operation time per job,0,lustre,job rename min,,
lustre.job_stats.rename.sum,gauge,,microsecond,,Total rename operation time per job,0,lustre,job rename sum,,
lustre.job_stats.rename.sumsq,gauge,,,,Sum of squares for rename operation times per job,0,lustre,job rename sumsq,,
lustre.job_stats.rmdir.count,count,,,,Number of rmdir operation samples per job,0,lustre,job rmdir count,,
lustre.job_stats.rmdir.max,gauge,,microsecond,,Maximum rmdir operation time per job,0,lustre,job rmdir max,,
lustre.job_stats.rmdir.min,gauge,,microsecond,,Minimum rmdir operation time per job,0,lustre,job rmdir min,,
lustre.job_stats.rmdir.sum,gauge,,microsecond,,Total rmdir operation time per job,0,lustre,job rmdir sum,,
lustre.job_stats.rmdir.sumsq,gauge,,,,Sum of squares for rmdir operation times per job,0,lustre,job rmdir sumsq,,
lustre.job_stats.samedir_rename.count,count,,,,Number of same-directory rename operation samples per job,0,lustre,job samedir_rename count,,
lustre.job_stats.samedir_rename.max,gauge,,microsecond,,Maximum same-directory rename operation time per job,0,lustre,job samedir_rename max,,
lustre.job_stats.samedir_rename.min,gauge,,microsecond,,Minimum same-directory rename operation time per job,0,lustre,job samedir_rename min,,
lustre.job_stats.samedir_rename.sum,gauge,,microsecond,,Total same-directory rename operation time per job,0,lustre,job samedir_rename sum,,
lustre.job_stats.samedir_rename.sumsq,gauge,,,,Sum of squares for same-directory rename operation times per job,0,lustre,job samedir_rename sumsq,,
lustre.job_stats.set_info.count,count,,,,Number of set_info operation samples per job,0,lustre,job set_info count,,
lustre.job_stats.set_info.max,gauge,,microsecond,,Maximum set_info operation time per job,0,lustre,job set_info max,,
lustre.job_stats.set_info.min,gauge,,microsecond,,Minimum set_info operation time per job,0,lustre,job set_info min,,
lustre.job_stats.set_info.sum,gauge,,microsecond,,Total set_info operation time per job,0,lustre,job set_info sum,,
