metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
traefik_mesh.config.last_reload.failure,gauge,,,,The last config reload failure,0,traefik_mesh,,,
traefik_mesh.config.last_reload.success,gauge,,,,The last config reload success,0,traefik_mesh,,,
traefik_mesh.config.reloads.count,count,,,,The total count of configuration reloads,0,traefik_mesh,,,
traefik_mesh.config.reloads.failure.count,count,,,,The total count of configuration reload failures,0,traefik_mesh,,,
traefik_mesh.entrypoint.open_connections,gauge,,,,The current count of open connections on an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.request.duration.seconds.bucket,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.request.duration.seconds.count,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.request.duration.seconds.sum,count,,second,,Request processing duration histogram on an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.requests.bytes.count,count,,,,The total size of HTTP requests in bytes handled by an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.requests.count,count,,,,The total count of HTTP requests received by an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.requests.tls.count,count,,,,The total count of HTTPS requests received by an entrypoint,0,traefik_mesh,,,
traefik_mesh.entrypoint.responses.bytes.count,count,,,,The total size of HTTP responses in bytes handled by an entrypoint,0,traefik_mesh,,,
traefik_mesh.go.gc.duration.seconds.count,count,,second,,The summary count of garbage collection cycles in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.gc.duration.seconds.quantile,gauge,,second,,The summary of the pause duration of garbage collection cycles in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.gc.duration.seconds.sum,count,,second,,The sum of the pause duration of garbage collection cycles in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.goroutines,gauge,,,,The number of goroutines that currently exist in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.info,gauge,,,,A metric containing the Go version as a tag,0,traefik_mesh,,,
traefik_mesh.go.memstats.alloc_bytes,gauge,,byte,,The number of bytes allocated and still in use by the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.alloc_bytes.count,count,,byte,,The total number of bytes allocated - even if freed - for the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.buck_hash.sys_bytes,gauge,,byte,,The number of bytes used by the profiling bucket hash table in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.frees.count,count,,,,The total number of frees in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.gc.cpu_fraction,gauge,,fraction,,The fraction of this program's available CPU time used by the GC since the program started in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.gc.sys_bytes,gauge,,byte,,The number of bytes used for garbage collection system metadata in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.alloc_bytes,gauge,,byte,,The number of heap bytes allocated and still in use in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.idle_bytes,gauge,,byte,,The number of heap bytes waiting to be used in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.inuse_bytes,gauge,,byte,,The number of heap bytes that are in use in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.objects,gauge,,object,,The number of allocated objects in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.released_bytes,gauge,,byte,,The number of heap bytes released to the OS in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.heap.sys_bytes,gauge,,byte,,The number of heap bytes obtained from system in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.last_gc_time.seconds,gauge,,,,The number of seconds since 1970 of last garbage collection in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.lookups.count,count,,,,The number of pointer lookups,0,traefik_mesh,,,
traefik_mesh.go.memstats.mallocs.count,count,,,,The number of mallocs,0,traefik_mesh,,,
traefik_mesh.go.memstats.mcache.inuse_bytes,gauge,,byte,,The number of bytes in use by mcache structures in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.mcache.sys_bytes,gauge,,byte,,The number of bytes used for mcache structures obtained from system in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.mspan.inuse_bytes,gauge,,byte,,The number of bytes in use by mspan structures in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.mspan.sys_bytes,gauge,,byte,,The number of bytes used for mspan structures obtained from system in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.next.gc_bytes,gauge,,byte,,The number of heap bytes when next garbage collection takes place in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.other.sys_bytes,gauge,,byte,,The number of bytes used for other system allocations in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.stack.inuse_bytes,gauge,,byte,,The number of bytes in use by the stack allocator in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.stack.sys_bytes,gauge,,byte,,The number of bytes obtained from system for stack allocator in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.memstats.sys_bytes,gauge,,byte,,The number of bytes obtained from system in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.go.threads,gauge,,thread,,The number of OS threads created in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.node.ready,gauge,,,,The current count of ready nodes in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.cpu.seconds.count,count,,second,,The total user and system CPU time spent in seconds in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.max_fds,gauge,,file,,The maximum number of open file descriptors in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.open_fds,gauge,,file,,The number of open file descriptors in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.resident_memory.bytes,gauge,,byte,,The resident memory size in bytes in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.start_time.seconds,gauge,,second,,The start time of the process since unix epoch in seconds in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.virtual_memory.bytes,gauge,,byte,,The virtual memory size in bytes in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.process.virtual_memory.max_bytes,gauge,,byte,,The maximum amount of virtual memory available in bytes in the Traefik Mesh instance,0,traefik_mesh,,,
traefik_mesh.router.open_connections,gauge,,,,The current count of open connections for a router,0,traefik_mesh,,,
traefik_mesh.router.request.duration.seconds.bucket,count,,second,,Request processing duration histogram for a router,0,traefik_mesh,,,
traefik_mesh.router.request.duration.seconds.count,count,,second,,Request processing duration histogram for a router,0,traefik_mesh,,,
traefik_mesh.router.request.duration.seconds.sum,count,,second,,Request processing duration histogram for a router,0,traefik_mesh,,,
traefik_mesh.router.requests.bytes.count,count,,byte,,The total size of HTTP requests in bytes handled by a router,0,traefik_mesh,,,
traefik_mesh.router.requests.count,count,,,,The total count of HTTP requests handled by a router,0,traefik_mesh,,,
traefik_mesh.router.requests.tls.count,count,,,,The total count of HTTPS requests handled by a router,0,traefik_mesh,,,
traefik_mesh.router.responses.bytes.count,count,,byte,,The total size of HTTP responses in bytes handled by a router,0,traefik_mesh,,,
traefik_mesh.service.open_connections,gauge,,,,The current count of open connections for a service,0,traefik_mesh,,,
traefik_mesh.service.request.duration.seconds.bucket,count,,second,,Request processing duration histogram for a service,0,traefik_mesh,,,
traefik_mesh.service.request.duration.seconds.count,count,,second,,Request processing duration histogram for a service,0,traefik_mesh,,,
