metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
system.cgroups.cpu.system,gauge,,percent,,"The percent of time the CPU is executing system calls on behalf of processes of this cgroup, unnormalized",0,cgroup,cpu system
system.cgroups.cpu.system.95percentile,gauge,,percent,,95th percentile of system.cgroups.cpu.system,0,cgroup,cpu system 95%
system.cgroups.cpu.system.avg,gauge,,percent,,Average value of system.cgroups.cpu.system,0,cgroup,cpu system avg
system.cgroups.cpu.system.count,rate,,sample,second,The rate that the value of system.cgroups.cpu.system was sampled,0,cgroup,cpu system count
system.cgroups.cpu.system.max,gauge,,percent,,Max value of system.cgroups.cpu.system,0,cgroup,cpu system max
system.cgroups.cpu.system.median,gauge,,percent,,Median value of system.cgroups.cpu.system,0,cgroup,cpu system median
system.cgroups.cpu.user,gauge,,percent,,"The percent of time the CPU is under direct control of processes of this cgroup, unnormalized",0,cgroup,cpu user
system.cgroups.cpu.user.95percentile,gauge,,percent,,95th percentile of system.cgroups.cpu.user,0,cgroup,cpu user 95%
system.cgroups.cpu.user.avg,gauge,,percent,,Average value of system.cgroups.cpu.user,0,cgroup,cpu user avg
system.cgroups.cpu.user.count,rate,,sample,second,The rate that the value of system.cgroups.cpu.user was sampled,0,cgroup,cpu user count
system.cgroups.cpu.user.max,gauge,,percent,,Max value of system.cgroups.cpu.user,0,cgroup,cpu user max
system.cgroups.cpu.user.median,gauge,,percent,,Median value of system.cgroups.cpu.user,0,cgroup,cpu user median
system.cgroups.cpu.usage,gauge,,percent,,The percent of CPU time obtained by this cgroup,0,cgroup,system.cgroups.cpu.usage
system.cgroups.cpu.throttled,gauge,,,,Number of times the cgroup has been throttled,-1,cgroup,cpu throttled
system.cgroups.cpu.shares,gauge,,,,Shares of CPU usage allocated to the cgroup,0,cgroup,cpu shares
system.cgroups.kmem.usage,gauge,,byte,,"The amount of kernel memory that belongs to the cgroup's processes.",0,cgroup,kmem usage
system.cgroups.mem.cache,gauge,,byte,,The amount of memory that is being used to cache data from disk (e.g. memory contents that can be associated precisely with a block on a block device),0,cgroup,mem cache
system.cgroups.mem.cache.95percentile,gauge,,byte,,95th percentile value of system.cgroups.mem.cache,0,cgroup,mem cache 95%
system.cgroups.mem.cache.avg,gauge,,byte,,Average value of system.cgroups.mem.cache,0,cgroup,mem cache avg
system.cgroups.mem.cache.count,rate,,sample,second,The rate that the value of system.cgroups.mem.cache was sampled,0,cgroup,mem cache count
system.cgroups.mem.cache.max,gauge,,byte,,Max value of system.cgroups.mem.cache,0,cgroup,mem cache max
system.cgroups.mem.cache.median,gauge,,byte,,Median value of system.cgroups.mem.cache,0,cgroup,mem cache median
system.cgroups.mem.rss,gauge,,byte,,"The amount of non-cache memory that belongs to the cgroup's processes. Used for stacks, heaps, etc.",0,cgroup,mem rss
system.cgroups.mem.rss.95percentile,gauge,,byte,,95th percentile value of system.cgroups.mem.rss,0,cgroup,mem rss 95%
system.cgroups.mem.rss.avg,gauge,,byte,,Average value of system.cgroups.mem.rss,0,cgroup,mem rss avg
system.cgroups.mem.rss.count,rate,,sample,second,The rate that the value of system.cgroups.mem.rss was sampled,0,cgroup,mem rss count
system.cgroups.mem.rss.max,gauge,,byte,,Max value of system.cgroups.mem.rss,0,cgroup,mem rss max
system.cgroups.mem.rss.median,gauge,,byte,,Median value of system.cgroups.mem.rss,0,cgroup,mem rss median
system.cgroups.mem.swap,gauge,,byte,,The amount of swap currently used by the cgroup,0,cgroup,mem swap
system.cgroups.mem.swap.95percentile,gauge,,byte,,95th percentile value of system.cgroups.mem.swap,0,cgroup,mem swap 95%
system.cgroups.mem.swap.avg,gauge,,byte,,Average value of system.cgroups.mem.swap,0,cgroup,mem swap avg
system.cgroups.mem.swap.count,rate,,sample,second,The rate that the value of system.cgroups.mem.swap was sampled,0,cgroup,mem swap count
system.cgroups.mem.swap.max,gauge,,byte,,Max value of system.cgroups.mem.swap,0,cgroup,mem swap max
system.cgroups.mem.swap.median,gauge,,byte,,Median value of system.cgroups.mem.swap,0,cgroup,mem swap median
system.cgroups.mem.limit,gauge,,byte,,"The memory limit for the cgroup, if set",0,cgroup,mem limit
system.cgroups.mem.limit.95percentile,gauge,,byte,,95th percentile of system.cgroups.mem.limit. Ordinarily this value will not change,0,cgroup,mem limit 95%
system.cgroups.mem.limit.avg,gauge,,byte,,Average value of system.cgroups.mem.limit. Ordinarily this value will not change,0,cgroup,mem limit avg
system.cgroups.mem.limit.count,rate,,sample,second,The rate that the value of system.cgroups.mem.limit was sampled,0,cgroup,mem limit count
