metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
iis.uptime,gauge,,second,,The amount of time the IIS server has been running,0,iis,uptime
iis.net.bytes_sent,gauge,,byte,second,The number of bytes served per second,0,iis,net bytes sent
iis.net.bytes_rcvd,gauge,,byte,second,The number of bytes received per second,0,iis,net bytes rcvd
iis.net.bytes_total,gauge,,byte,second,The total number of bytes transferred per second,0,iis,net bytes total
iis.net.num_connections,gauge,,connection,,The number of active connections,0,iis,net conns
iis.net.files_sent,gauge,,file,second,The number of files sent per second,0,iis,net files sent
iis.net.files_rcvd,gauge,,file,second,The number of files received per second,0,iis,net files rcvd
iis.net.connection_attempts,gauge,,connection,,The number of connection attempts since service startup,0,iis,net conn attempts
iis.net.connection_attempts_sec,gauge,,connection,second,The number of connection attempts per second,0,iis,net conn attempts sec
iis.httpd_request_method.get,gauge,,request,second,The number of GET requests per second,0,iis,requests http get
iis.httpd_request_method.post,gauge,,request,second,The number of POST requests per second,0,iis,requests http post
iis.httpd_request_method.head,gauge,,request,second,The number of HEAD requests per second,0,iis,requests http head
iis.httpd_request_method.put,gauge,,request,second,The number of PUT requests per second,0,iis,requests http put
iis.httpd_request_method.delete,gauge,,request,second,The number of DELETE requests per second,0,iis,requests http delete
iis.httpd_request_method.options,gauge,,request,second,The number of OPTIONS requests per second,0,iis,requests http options
iis.httpd_request_method.trace,gauge,,request,second,The number of TRACE requests per second,0,iis,requests http trace
iis.errors.not_found,gauge,,error,second,The number of not found errors per second (typically reported as an HTTP 404 response code),-1,iis,errors not found
iis.errors.locked,gauge,,error,second,The number of locked errors per second (typically reported as an HTTP 423 response code),-1,iis,errors locked
iis.users.anon,gauge,,request,second,The number of requests from users over an anonymous connection per second,0,iis,requests users anon
iis.users.nonanon,gauge,,request,second,The number of requests from users over a non-anonymous connection per second,0,iis,requests users non anon
iis.requests.cgi,gauge,,request,second,The number of Common Gateway Interface requests executed per second,0,iis,requests cgi
iis.requests.isapi,gauge,,request,second,The number of ISAPI requests executed per second,0,iis,requests isapi
