metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
mongodb.asserts.msgps,gauge,,assertion,second,Number of message assertions raised per second.,0,mongodb,asserts msg ps
mongodb.asserts.regularps,gauge,,assertion,second,Number of regular assertions raised per second.,0,mongodb,asserts regular ps
mongodb.asserts.rolloversps,gauge,,assertion,second,Number of times that the rollover counters roll over per second. The counters rollover to zero every 2^30 assertions.,0,mongodb,asserts rollovers ps
mongodb.asserts.userps,gauge,,assertion,second,Number of user assertions raised per second.,0,mongodb,asserts user ps
mongodb.asserts.warningps,gauge,,assertion,second,Number of warnings raised per second.,0,mongodb,asserts warning ps
mongodb.backgroundflushing.average_ms,gauge,,millisecond,,Average time for each flush to disk.,-1,mongodb,background flushing average ms
mongodb.backgroundflushing.flushesps,gauge,,flush,second,Number of times the database has flushed all writes to disk.,0,mongodb,background flushing flushes ps
mongodb.backgroundflushing.last_ms,gauge,,millisecond,,Amount of time that the last flush operation took to complete.,-1,mongodb,background flushing last ms
mongodb.backgroundflushing.total_ms,gauge,,millisecond,,Total number of time that the `mongod` processes have spent writing (i.e. flushing) data to disk.,0,mongodb,background flushing total ms
mongodb.connections.available,gauge,,connection,,Number of unused available incoming connections the database can provide.,0,mongodb,connections available
mongodb.connections.current,gauge,,connection,,Number of connections to the database server from clients.,0,mongodb,connections current
mongodb.connections.totalcreated,gauge,,connection,,Total number of connections created.,0,mongodb,connections created
mongodb.cursors.timedout,gauge,,cursor,,Total number of cursors that have timed out since the server process started.,0,mongodb,cursors timed out
mongodb.cursors.totalopen,gauge,,cursor,,Number of cursors that MongoDB is maintaining for clients,0,mongodb,cursors open
mongodb.dbs,gauge,,item,,Total number of existing databases,0,mongodb,databases
mongodb.dur.commits,gauge,,transaction,,Number of transactions written to the journal during the last journal group commit interval.,0,mongodb,dur commits
mongodb.dur.commitsinwritelock,gauge,,commit,,Count of the commits that occurred while a write lock was held.,0,mongodb,dur commits in write lock
mongodb.dur.compression,gauge,,fraction,,Compression ratio of the data written to the journal.,1,mongodb,dur compression
mongodb.dur.earlycommits,gauge,,commit,,Number of times MongoDB requested a commit before the scheduled journal group commit interval. ,0,mongodb,dur early commits
mongodb.dur.journaledmb,gauge,,mebibyte,,Amount of data written to journal during the last journal group commit interval.,0,mongodb,dur journaled mb
mongodb.dur.timems.commits,gauge,,millisecond,,Amount of time spent for commits.,-1,mongodb,dur time ms commits
mongodb.dur.timems.commitsinwritelock,gauge,,millisecond,,Amount of time spent for commits that occurred while a write lock was held.,-1,mongodb,dur time ms commits in write lock
mongodb.dur.timems.dt,gauge,,millisecond,,Amount of time over which MongoDB collected the `dur.timeMS` data.,-1,mongodb,dur time ms dt
mongodb.dur.timems.preplogbuffer,gauge,,millisecond,,Amount of time spent preparing to write to the journal. ,-1,mongodb,dur time ms prep log buffer
mongodb.dur.timems.remapprivateview,gauge,,millisecond,,Amount of time spent remapping copy-on-write memory mapped views.,-1,mongodb,dur time ms remap private view
mongodb.dur.timems.writetodatafiles,gauge,,millisecond,,Amount of time spent writing to data files after journaling.,-1,mongodb,dur time ms write to data files
mongodb.dur.timems.writetojournal,gauge,,millisecond,,Amount of time spent writing to the journal,-1,mongodb,dur time ms write to journal
mongodb.dur.writetodatafilesmb,gauge,,mebibyte,,Amount of data written from journal to the data files during the last journal group commit interval.,-1,mongodb,dur write to data files mb
mongodb.extra_info.page_faultsps,gauge,,fault,second,Number of page faults per second that require disk operations.,0,mongodb,pagefaults ps
mongodb.fsynclocked,gauge,,,,Number of fsynclocked performed on a mongo instance.,0,mongodb,fsynclocked
mongodb.globallock.activeclients.readers,gauge,,connection,,Count of the active client connections performing read operations.,0,mongodb,active clients readers
mongodb.globallock.activeclients.total,gauge,,connection,,Total number of active client connections to the database.,0,mongodb,active clients total
mongodb.globallock.activeclients.writers,gauge,,connection,,Count of active client connections performing write operations.,0,mongodb,active clients writers
mongodb.globallock.currentqueue.readers,gauge,,operation,,Number of operations that are currently queued and waiting for the read lock.,0,mongodb,global lock current queue readers
mongodb.globallock.currentqueue.total,gauge,,operation,,Total number of operations queued waiting for the lock.,0,mongodb,global lock current queue total
mongodb.globallock.currentqueue.writers,gauge,,operation,,Number of operations that are currently queued and waiting for the write lock.,0,mongodb,global lock current queue writers
mongodb.globallock.locktime,gauge,,millisecond,,Time since the database last started that the globalLock has been held.,0,mongodb,global lock lock time
mongodb.globallock.ratio,gauge,,fraction,,Ratio of the time that the globalLock has been held to the total time since it was created.,-1,mongodb,globallock ratio
mongodb.globallock.totaltime,gauge,,microsecond,,Time since the database last started and created the global lock.,0,mongodb,global lock total time
mongodb.indexcounters.accessesps,gauge,,event,second,Number of times that operations have accessed indexes per second.,0,mongodb,index counters accesses ps
mongodb.indexcounters.hitsps,gauge,,hit,second,Number of times per second that an index has been accessed and mongod is able to return the index from memory.,0,mongodb,indexcounters hits ps
mongodb.indexcounters.missesps,gauge,,miss,second,Number of times per second that an operation attempted to access an index that was not in memory.,0,mongodb,indexcounters misses ps
mongodb.indexcounters.missratio,gauge,,fraction,,Ratio of index hits to misses.,0,mongodb,indexcounters miss ratio
mongodb.indexcounters.resetsps,gauge,,event,second,Number of times per second the index counters have been reset.,0,mongodb,indexcounters resets ps
mongodb.locks.collection.acquirecount.exclusiveps,gauge,,lock,second,Number of times the collection lock type was aquired in the Exclusive (X) mode.,0,mongodb,locks collection acquire count exclusive
