metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
pinot.controller.can_connect,gauge,,,,"Value of 1 if the agent can connect to the Pinot Controller endpoint, and 0 otherwise.",0,pinot,,
pinot.controller.jvm_buffer_pool_capacity_bytes,gauge,,byte,,Bytes capacity of a given JVM buffer pool.,0,pinot,,
pinot.controller.jvm_buffer_pool_used_bytes,gauge,,byte,,Used bytes of a given JVM buffer pool.,0,pinot,,
pinot.controller.jvm_gc_collection_seconds,gauge,,second,,Time spent in a given JVM garbage collector in seconds.,0,pinot,,
pinot.controller.jvm_gc_collection_seconds.count,count,,,,Count of JVM GC collections.,0,pinot,,
pinot.controller.jvm_gc_collection_seconds.sum,count,,second,,Total time spent in JVM GC in seconds.,0,pinot,,
pinot.controller.jvm_memory_bytes_max,gauge,,byte,,Max bytes of a given JVM memory area.,0,pinot,,
pinot.controller.jvm_memory_bytes_used,gauge,,byte,,Used bytes of a given JVM memory area.,0,pinot,,
pinot.controller.jvm_threads_current,gauge,,,,Current thread count of the JVM.,0,pinot,,
pinot.controller.process_cpu_seconds_total,count,,second,,Total user and system CPU time spent in seconds.,0,pinot,,
pinot.controller.process_open_fds,gauge,,,,Number of open file descriptors.,0,pinot,,
pinot.controller.pinot_controller_InstanceDeleteError_Count,gauge,,,,Count of instance delete errors.,0,pinot,,
pinot.controller.pinot_controller_InstancePostError_Count,gauge,,,,Count of instance post errors.,0,pinot,,
pinot.controller.pinot_controller_LeaderPartitionCount_Value,gauge,,,,Number of partitions this controller leads.,0,pinot,,
pinot.controller.pinot_controller_LeadershipChangeWithoutCallback_Count,gauge,,,,Count of leadership changes without callback.,0,pinot,,
pinot.controller.pinot_controller_RealtimeTableSegmentAssignmentError_Count,gauge,,,,Count of realtime table segment assignment errors.,0,pinot,,
pinot.controller.pinot_controller_RealtimeTableSegmentAssignmentMismatch_Count,gauge,,,,Count of realtime table segment assignment mismatches.,0,pinot,,
pinot.controller.pinot_controller_SchemaUploadError_Count,gauge,,,,Count of schema upload errors.,0,pinot,,
pinot.controller.pinot_controller_SegmentUploadError_Count,gauge,,,,Count of segment upload errors.,0,pinot,,
pinot.controller.pinot_controller_TableAddError_Count,gauge,,,,Count of table add errors.,0,pinot,,
pinot.controller.pinot_controller_TableSchemaUpdateError_Count,gauge,,,,Count of table schema update errors.,0,pinot,,
pinot.controller.pinot_controller_TableTenantCreateError_Count,gauge,,,,Count of table tenant create errors.,0,pinot,,
pinot.controller.pinot_controller_TableTenantDeleteError_Count,gauge,,,,Count of table tenant delete errors.,0,pinot,,
pinot.controller.pinot_controller_TableTenantUpdateError_Count,gauge,,,,Count of table tenant update errors.,0,pinot,,
pinot.controller.pinot_controller_TableUpdateError_Count,gauge,,,,Count of table update errors.,0,pinot,,
pinot.controller.pinot_controller_controllerPeriodicTaskRun_Count,gauge,,,,Count of periodic task runs.,0,pinot,,
pinot.controller.pinot_controller_disabledTableCount_Value,gauge,,,,Number of disabled tables.,0,pinot,,
pinot.controller.pinot_controller_exists_Value,gauge,,,,Whether the controller data directory exists.,0,pinot,,
pinot.controller.pinot_controller_healthcheckBadCalls_Count,gauge,,,,Count of failed health check calls.,0,pinot,,
pinot.controller.pinot_controller_healthcheckOkCalls_Count,gauge,,,,Count of successful health check calls.,0,pinot,,
pinot.controller.pinot_controller_helix_ZookeeperReconnects_Count,gauge,,,,Count of ZooKeeper reconnections.,0,pinot,,
pinot.controller.pinot_controller_helix_connected_Value,gauge,,,,Whether the controller is connected to Helix.,0,pinot,,
pinot.controller.pinot_controller_helix_leader_Value,gauge,,,,Whether this controller is the Helix leader.,0,pinot,,
pinot.controller.pinot_controller_numMinionSubtasksError_Value,gauge,,,,Number of minion subtasks in error state.,0,pinot,,
pinot.controller.pinot_controller_numMinionSubtasksRunning_Value,gauge,,,,Number of minion subtasks currently running.,0,pinot,,
pinot.controller.pinot_controller_numMinionSubtasksWaiting_Value,gauge,,,,Number of minion subtasks waiting.,0,pinot,,
pinot.controller.pinot_controller_numMinionTasksInProgress_Value,gauge,,,,Number of minion tasks in progress.,0,pinot,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_Count,gauge,,,,Count of segment upload timeout exceedances.,0,pinot,,
pinot.controller.pinot_controller_offlineTableCount_Value,gauge,,,,Number of offline tables.,0,pinot,,
pinot.controller.pinot_controller_onlineMinionInstances_Value,gauge,,,,Number of online minion instances.,0,pinot,,
pinot.controller.pinot_controller_pinotControllerLeader_Value,gauge,,,,Whether this is the lead Pinot controller.,0,pinot,,
pinot.controller.pinot_controller_realtimeTableCount_Value,gauge,,,,Number of realtime tables.,0,pinot,,
pinot.controller.pinot_controller_segmentDownloadsInProgress_Value,gauge,,,,Number of segment downloads in progress.,0,pinot,,
pinot.controller.pinot_controller_segmentUploadsInProgress_Value,gauge,,,,Number of segment uploads in progress.,0,pinot,,
pinot.server.can_connect,gauge,,,,"Value of 1 if the agent can connect to the Pinot Server endpoint, and 0 otherwise.",0,pinot,,
pinot.server.jvm_buffer_pool_capacity_bytes,gauge,,byte,,Bytes capacity of a given JVM buffer pool.,0,pinot,,
pinot.server.jvm_buffer_pool_used_bytes,gauge,,byte,,Used bytes of a given JVM buffer pool.,0,pinot,,
pinot.server.jvm_gc_collection_seconds,gauge,,second,,Time spent in a given JVM garbage collector in seconds.,0,pinot,,
pinot.server.jvm_gc_collection_seconds.count,count,,,,Count of JVM GC collections.,0,pinot,,
pinot.server.jvm_gc_collection_seconds.sum,count,,second,,Total time spent in JVM GC in seconds.,0,pinot,,
pinot.server.jvm_memory_bytes_max,gauge,,byte,,Max bytes of a given JVM memory area.,0,pinot,,
pinot.server.jvm_memory_bytes_used,gauge,,byte,,Used bytes of a given JVM memory area.,0,pinot,,
pinot.server.jvm_threads_current,gauge,,,,Current thread count of the JVM.,0,pinot,,
pinot.server.process_cpu_seconds_total,count,,second,,Total user and system CPU time spent in seconds.,0,pinot,,
pinot.server.process_open_fds,gauge,,,,Number of open file descriptors.,0,pinot,,
pinot.server.pinot_server_aggregateTimesNumGroupsLimitReached_Count,gauge,,,,Count of times the number of groups limit was reached during aggregation.,0,pinot,,
pinot.server.pinot_server_grpcBytesReceived_Count,gauge,,byte,,Count of gRPC bytes received.,0,pinot,,
pinot.server.pinot_server_grpcBytesSent_Count,gauge,,byte,,Count of gRPC bytes sent.,0,pinot,,
pinot.server.pinot_server_grpcQueries_Count,gauge,,,,Count of gRPC queries processed.,0,pinot,,
pinot.server.pinot_server_heapCriticalLevelExceeded_Count,gauge,,,,Count of heap critical level exceedances.,0,pinot,,
pinot.server.pinot_server_helix_connected_Value,gauge,,,,Whether the server is connected to Helix.,0,pinot,,
pinot.server.pinot_server_helix_zookeeperReconnects_Count,gauge,,,,Count of ZooKeeper reconnections.,0,pinot,,
pinot.server.pinot_server_indexingFailures_Count,gauge,,,,Count of indexing failures.,0,pinot,,
pinot.server.pinot_server_jvmHeapUsedBytes_Value,gauge,,byte,,JVM heap memory used in bytes as reported by Pinot.,0,pinot,,
pinot.server.pinot_server_llcControllerResponse_CommitSuccess_Count,gauge,,,,Count of successful LLC controller commit responses.,0,pinot,,
pinot.server.pinot_server_llcControllerResponse_Failed_Count,gauge,,,,Count of failed LLC controller responses.,0,pinot,,
pinot.server.pinot_server_llcSimultaneousSegmentBuilds_Value,gauge,,,,Number of simultaneous LLC segment builds.,0,pinot,,
pinot.server.pinot_server_memory_allocationFailureCount_Value,gauge,,,,Number of memory allocation failures.,0,pinot,,
pinot.server.pinot_server_memory_directBufferUsage_Value,gauge,,byte,,Direct buffer memory usage in bytes.,0,pinot,,
pinot.server.pinot_server_memory_mmapBufferUsage_Value,gauge,,byte,,Memory-mapped buffer usage in bytes.,0,pinot,,
pinot.server.pinot_server_nettyConnection_BytesReceived_Count,gauge,,byte,,Count of Netty bytes received.,0,pinot,,
pinot.server.pinot_server_nettyConnection_BytesSent_Count,gauge,,byte,,Count of Netty bytes sent.,0,pinot,,
pinot.server.pinot_server_nettyConnection_ResponsesSent_Count,gauge,,,,Count of Netty responses sent.,0,pinot,,
