pinot.broker.pinot_broker_nettyConnection_RequestsSent_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyConnectionRequestsSent",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledArenasDirect_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledArenasDirect",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledArenasHeap_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledArenasHeap",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledCacheSizeNormal_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledCacheSizeNormal",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledCacheSizeSmall_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledCacheSizeSmall",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledChunkSize_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledChunkSize",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledThreadlocalcache_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledThreadlocalcache",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledUsedDirectMemory_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledUsedDirectMemory",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_nettyPooledUsedHeapMemory_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.nettyPooledUsedHeapMemory",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_proactiveClusterChangeCheck_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.proactiveClusterChangeCheck",type="BrokerMetrics",attribute=Count",0,pinot.broker,,
pinot.broker.pinot_broker_proactiveClusterChangeCheck_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.proactiveClusterChangeCheck",type="BrokerMetrics",attribute=FifteenMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_proactiveClusterChangeCheck_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.proactiveClusterChangeCheck",type="BrokerMetrics",attribute=FiveMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_proactiveClusterChangeCheck_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.proactiveClusterChangeCheck",type="BrokerMetrics",attribute=MeanRate",0,pinot.broker,,
pinot.broker.pinot_broker_proactiveClusterChangeCheck_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.proactiveClusterChangeCheck",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesKilled_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesKilled",type="BrokerMetrics",attribute=Count",0,pinot.broker,,
pinot.broker.pinot_broker_queriesKilled_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesKilled",type="BrokerMetrics",attribute=FifteenMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesKilled_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesKilled",type="BrokerMetrics",attribute=FiveMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesKilled_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesKilled",type="BrokerMetrics",attribute=MeanRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesKilled_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesKilled",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithJoins_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithJoins",type="BrokerMetrics",attribute=Count",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithJoins_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithJoins",type="BrokerMetrics",attribute=FifteenMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithJoins_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithJoins",type="BrokerMetrics",attribute=FiveMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithJoins_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithJoins",type="BrokerMetrics",attribute=MeanRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithJoins_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithJoins",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithWindow_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithWindow",type="BrokerMetrics",attribute=Count",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithWindow_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithWindow",type="BrokerMetrics",attribute=FifteenMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithWindow_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithWindow",type="BrokerMetrics",attribute=FiveMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithWindow_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithWindow",type="BrokerMetrics",attribute=MeanRate",0,pinot.broker,,
pinot.broker.pinot_broker_queriesWithWindow_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queriesWithWindow",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_queryRateLimitDisabled_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.queryRateLimitDisabled",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_routingStatsManagerQueueSize_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.routingStatsManagerQueueSize",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_unhealthyServers_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.unhealthyServers",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_version,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.version.1_2_0",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_version_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.version",type="BrokerMetrics",attribute=Value",0,pinot.broker,,
pinot.broker.pinot_broker_windowCount_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.windowCount",type="BrokerMetrics",attribute=Count",0,pinot.broker,,
pinot.broker.pinot_broker_windowCount_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.windowCount",type="BrokerMetrics",attribute=FifteenMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_windowCount_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.windowCount",type="BrokerMetrics",attribute=FiveMinuteRate",0,pinot.broker,,
pinot.broker.pinot_broker_windowCount_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.windowCount",type="BrokerMetrics",attribute=MeanRate",0,pinot.broker,,
pinot.broker.pinot_broker_windowCount_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.broker.windowCount",type="BrokerMetrics",attribute=OneMinuteRate",0,pinot.broker,,
pinot.broker.process_cpu_seconds_total,count,,,,Total user and system CPU time spent in seconds.,0,pinot.broker,,
pinot.broker.process_max_fds,gauge,,,,Maximum number of open file descriptors.,0,pinot.broker,,
pinot.broker.process_open_fds,gauge,,,,Number of open file descriptors.,0,pinot.broker,,
pinot.broker.process_resident_memory_bytes,gauge,,,,Resident memory size in bytes.,0,pinot.broker,,
pinot.broker.process_start_time_seconds,gauge,,,,Start time of the process since unix epoch in seconds.,0,pinot.broker,,
pinot.broker.process_virtual_memory_bytes,gauge,,,,Virtual memory size in bytes.,0,pinot.broker,,
