metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
silk.replication.system.logical_in,gauge,,,,Replication system logical in,0,silk,replication system logical in,
silk.replication.system.logical_out,gauge,,,,Replication system logical out,0,silk,replication system logical out,
silk.replication.system.physical_in,gauge,,,,Replication system physical in,0,silk,replication system physical in,
silk.replication.system.physical_out,gauge,,,,Replication system physical out,0,silk,replication system physical out,
silk.replication.volume.logical_in,gauge,,,,Replication volume logical in,0,silk,replication volume logical in,
silk.replication.volume.logical_out,gauge,,,,Replication volume logical out,0,silk,replication volume logical out,
silk.replication.volume.physical_in,gauge,,,,Replication volume physical in,0,silk,replication volume physical in,
silk.replication.volume.physical_out,gauge,,,,Replication volume physical out,0,silk,replication volume physical out,
silk.system.block_size.io_ops.avg,gauge,,operation,,Average system IO operations tagged by block size,0,silk,system blocksize io ops avg,
silk.system.block_size.latency.inner,gauge,,millisecond,,System inner latency tagged by block size,0,silk,system blocksize inner latency,
silk.system.block_size.latency.outer,gauge,,millisecond,,System outer latency tagged by block size,0,silk,system blocksize outer latency,
silk.system.block_size.throughput.avg,gauge,,megabyte,second,Average system throughput tagged by block size,0,silk,system blocksize avg throughput,
silk.system.capacity.allocated,gauge,,kibibyte,,Allocated system capacity,0,silk,system capacity allocated,
silk.system.capacity.allocated_snapshots_and_views,gauge,,kibibyte,,Allocated system capacity for snapshots and views,0,silk,allocated snapshots and views,
silk.system.capacity.allocated_volumes,gauge,,kibibyte,,Allocated system capacity for volumes,0,silk,system capacity allocated volumes,
silk.system.capacity.curr_dt_chunk,gauge,,kibibyte,,Current DT chunk system capacity,0,silk,system capacity curr dt chunk,
silk.system.capacity.free,gauge,,kibibyte,,Free system capacity,0,silk,system free capacity,
silk.system.capacity.logical,gauge,,kibibyte,,Logical system capacity,0,silk,system logical capacity,
silk.system.capacity.physical,gauge,,kibibyte,,Physical system capacity,0,silk,system physical capacity,
silk.system.capacity.provisioned,gauge,,kibibyte,,Provisioned total system capacity,0,silk,system provisioned capacity,
silk.system.capacity.provisioned_snapshots,gauge,,kibibyte,,Provisioned system capacity for snapshots,0,silk,system provisioned snapshots capacity,
silk.system.capacity.provisioned_views,gauge,,kibibyte,,Provisioned system capacity for views,0,silk,system provisioned views capacity,
