metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
iboss.bandwidth.countries.total_bytes,gauge,,byte,,Total number of bytes consumed by countries.,0,iboss,cntry bytes,,
iboss.bandwidth.countries.total_connections,gauge,,connection,,Total number of connections for countries.,0,iboss,cntry conns,,
iboss.bandwidth.countries.total_downstream_bytes,gauge,,byte,,Total number of downstream bytes to countries.,0,iboss,cntry down bytes,,
iboss.bandwidth.countries.total_packets,gauge,,packet,,Total number of packets transmitted for countries.,0,iboss,cntry pkts,,
iboss.bandwidth.countries.total_upstream_bytes,gauge,,byte,,Total number of upstream bytes from countries.,0,iboss,cntry up bytes,,
iboss.bandwidth.domains.total_bytes,gauge,,byte,,Total number of bytes consumed by domains.,0,iboss,domains bytes,,
iboss.bandwidth.domains.total_connections,gauge,,connection,,Total number of connections for domains.,0,iboss,domains conns,,
iboss.bandwidth.domains.total_downstream_bytes,gauge,,byte,,Total number of downstream bytes to domains.,0,iboss,domains down bytes,,
iboss.bandwidth.domains.total_packets,gauge,,packet,,Total number of packets transmitted for domains.,0,iboss,domains pkts,,
iboss.bandwidth.domains.total_upstream_bytes,gauge,,byte,,Total number of upstream bytes from domains.,0,iboss,domains up bytes,,
iboss.bandwidth.location.total_bytes,gauge,,byte,,Total number of bytes consumed by locations.,0,iboss,loc bytes,,
iboss.bandwidth.location.total_connections,gauge,,connection,,Total number of connections for locations.,0,iboss,loc conns,,
iboss.bandwidth.location.total_downstream_bytes,gauge,,byte,,Total number of downstream bytes to locations.,0,iboss,loc down bytes,,
iboss.bandwidth.location.total_packets,gauge,,packet,,Total number of packets transmitted for locations.,0,iboss,loc pkts,,
iboss.bandwidth.location.total_upstream_bytes,gauge,,byte,,Total number of upstream bytes from locations.,0,iboss,loc up bytes,,
iboss.bandwidth.protocol.total_bytes,gauge,,byte,,Total number of bytes consumed by protocols.,0,iboss,proto bytes,,
iboss.bandwidth.protocol.total_connections,gauge,,connection,,Total number of connections for protocols.,0,iboss,proto conns,,
iboss.bandwidth.protocol.total_downstream_bytes,gauge,,byte,,Total number of downstream bytes to protocols.,0,iboss,proto down bytes,,
iboss.bandwidth.protocol.total_packets,gauge,,packet,,Total number of packets transmitted for protocols.,0,iboss,proto pkts,,
iboss.bandwidth.protocol.total_upstream_bytes,gauge,,byte,,Total number of upstream bytes from protocols.,0,iboss,proto up bytes,,
iboss.bandwidth.users.total_bytes,gauge,,byte,,Total number of bytes consumed by users.,0,iboss,users bytes,,
iboss.bandwidth.users.total_connections,gauge,,connection,,Total number of connections for users.,0,iboss,users conns,,
iboss.bandwidth.users.total_downstream_bytes,gauge,,byte,,Total number of downstream bytes to users.,0,iboss,users down bytes,,
iboss.bandwidth.users.total_packets,gauge,,packet,,Total number of packets transmitted for users.,0,iboss,users pkts,,
iboss.bandwidth.users.total_upstream_bytes,gauge,,byte,,Total number of upstream bytes from users.,0,iboss,users up bytes,,
iboss.casb.app_count,gauge,,,,Total number of applications monitored.,0,iboss,apps,,
iboss.casb.application.block_count,gauge,,,,Total number of blocks per application.,0,iboss,app blocks,,
iboss.casb.application.hit_count,gauge,,,,Total number of hits per application.,0,iboss,app hits,,
iboss.casb.application.traffic,gauge,,byte,,Traffic volume per application.,0,iboss,app traffic,,
iboss.casb.category.block_count,gauge,,,,Total number of blocks by category.,0,iboss,category blocks,,
iboss.casb.category.hit_count,gauge,,,,Total number of hits by category.,0,iboss,category hits,,
iboss.casb.category.traffic,gauge,,byte,,Traffic volume by category.,0,iboss,category traffic,,
iboss.casb.traffic,gauge,,byte,,Traffic volume analyzed.,0,iboss,casb traffic,,
iboss.casb.users,gauge,,,,Total number of users monitored.,0,iboss,users,,
iboss.casb.users.block_count,gauge,,,,Total number of blocks per user.,0,iboss,user blocks,,
iboss.casb.users.hit_count,gauge,,,,Total number of hits per user.,0,iboss,user hits,,
iboss.casb.users.traffic,gauge,,byte,,Traffic volume per user.,0,iboss,user traffic,,
iboss.digital_experience.assets.client_peer_time_avg,gauge,,millisecond,,Average client response time per asset.,0,iboss,asset client time avg,,
iboss.digital_experience.assets.proxy_dns_time_avg,gauge,,millisecond,,Average DNS resolution time per asset.,0,iboss,asset DNS time avg,,
iboss.digital_experience.assets.server_peer_time_avg,gauge,,millisecond,,Average server response time per asset.,0,iboss,asset server time avg,,
iboss.digital_experience.client_peer_time_avg,gauge,,millisecond,,Average client response time.,0,iboss,client time avg,,
iboss.digital_experience.countries.client_peer_time_avg,gauge,,millisecond,,Average client response time per country.,0,iboss,cntry client time avg,,
iboss.digital_experience.countries.proxy_dns_time_avg,gauge,,millisecond,,Average DNS resolution time per country.,0,iboss,cntry DNS time avg,,
iboss.digital_experience.countries.server_peer_time_avg,gauge,,millisecond,,Average server response time per country.,0,iboss,cntry server time avg,,
iboss.digital_experience.proxy_dns_time_avg,gauge,,millisecond,,Average DNS resolution time.,0,iboss,DNS time avg,,
iboss.digital_experience.resources.client_peer_time_avg,gauge,,millisecond,,Average client response time per resource.,0,iboss,res client time avg,,
iboss.digital_experience.resources.proxy_dns_time_avg,gauge,,millisecond,,Average DNS resolution time per resource.,0,iboss,res DNS time avg,,
iboss.digital_experience.resources.server_peer_time_avg,gauge,,millisecond,,Average server response time per resource.,0,iboss,res server time avg,,
iboss.digital_experience.server_peer_time_avg,gauge,,millisecond,,Average server response time.,0,iboss,server time avg,,
iboss.digital_experience.users.client_peer_time_avg,gauge,,millisecond,,Average client response time per user.,0,iboss,user client time avg,,
iboss.digital_experience.users.proxy_dns_time_avg,gauge,,millisecond,,Average DNS resolution time per user.,0,iboss,user DNS time avg,,
iboss.digital_experience.users.server_peer_time_avg,gauge,,millisecond,,Average server response time per user.,0,iboss,user server time avg,,
iboss.gateway_performance.cpu_utilization,gauge,,percent,,CPU utilization percentage.,0,iboss,CPU util,,
iboss.gateway_performance.dns_time_average,gauge,,second,,Average time for DNS resolution.,0,iboss,DNS time avg,,
iboss.gateway_performance.proxy_error_count,gauge,,request,,Total number of proxy errors.,0,iboss,proxy errs,,
iboss.gateway_performance.proxy_time_average,gauge,,second,,Average time for proxy request processing.,0,iboss,proxy time avg,,
iboss.gateway_performance.total_block_count,gauge,,request,,Total number of requests blocked by the gateway.,0,iboss,blk cnt,,
iboss.gateway_performance.total_proxy_request_count,gauge,,request,,Total number of proxy requests.,0,iboss,proxy reqs,,
iboss.gateway_performance.total_request_count,gauge,,request,,Total number of requests processed by the gateway.,0,iboss,req cnt,,
iboss.threat.asset.prevented_threat_count,gauge,,,,Total number of prevented threats per asset.,0,iboss,prevented assets,,
iboss.threat.asset.threat_count,gauge,,,,Total number of threats per asset.,0,iboss,asset threats,,
iboss.threat.destination_country.prevented_threat_count,gauge,,,,Total number of prevented threats by destination country.,0,iboss,prevented dst cntry,,
iboss.threat.destination_country.threat_count,gauge,,,,Total number of threats by destination country.,0,iboss,dst cntry threats,,
iboss.threat.destination_ip.prevented_threat_count,gauge,,,,Total number of prevented threats by destination IP.,0,iboss,prevented dst IP,,
iboss.threat.destination_ip.threat_count,gauge,,,,Total number of threats by destination IP.,0,iboss,dst IP threats,,
iboss.threat.source_country.prevented_threat_count,gauge,,,,Total number of prevented threats by source country.,0,iboss,prevented src cntry,,
iboss.threat.source_country.threat_count,gauge,,,,Total number of threats by source country.,0,iboss,src cntry threats,,
iboss.threat.source_ip.prevented_threat_count,gauge,,,,Total number of prevented threats by source IP.,0,iboss,prevented src IP,,
iboss.threat.source_ip.threat_count,gauge,,,,Total number of threats by source IP.,0,iboss,src IP threats,,
iboss.threat.total_assets_with_threats,gauge,,,,Total number of assets affected by threats.,0,iboss,assets w/ threats,,
iboss.threat.total_prevented_threat_count,gauge,,,,Total number of prevented threats.,0,iboss,prevented threats,,
iboss.threat.total_threat_count,gauge,,,,Total number of detected threats.,0,iboss,threats,,
iboss.threat.total_users_with_threats,gauge,,,,Total number of users impacted by threats.,0,iboss,users w/ threats,,
iboss.threat.types.prevented_threat_count,gauge,,,,Total number of prevented threats.,0,iboss,prevented types,,
iboss.threat.types.threat_count,gauge,,,,Total number of threats.,0,iboss,threat types,,
iboss.threat.user.prevented_threat_count,gauge,,,,Total number of prevented threats per user.,0,iboss,prevented users,,
iboss.threat.user.threat_count,gauge,,,,Total number of threats per user.,0,iboss,user threats,,
iboss.web.categories.blocks,gauge,,,,Total number of blocks on categorized content.,0,iboss,category blocks,,
iboss.web.categories.hits,gauge,,,,Total number of hits on categorized content.,0,iboss,category hits,,
iboss.web.domain.total_block_count,gauge,,,,Total number of domains blocked.,0,iboss,domain blocks,,
iboss.web.domain.total_hit_count,gauge,,,,Total number of hits to domains.,0,iboss,domain hits,,
iboss.web.domain.total_malware_count,gauge,,,,Total number of malware incidents on domains.,0,iboss,malware cnt,,
iboss.web.domain.total_sandbox_count,gauge,,,,Total number of domains sandboxed.,0,iboss,sandbox cnt,,
iboss.web.search_trends.filter_avoidance.hits,gauge,,,,Total number of hits on filter-avoidance terms.,0,iboss,filter avoid hits,,
iboss.web.search_trends.liability.hits,gauge,,,,Total number of hits on liability-risk terms.,0,iboss,liability hits,,
iboss.web.search_trends.suspicious.hits,gauge,,,,Total number of hits on suspicious search terms.,0,iboss,suspicious hits,,
iboss.web.search_trends.trending_search_terms.hits,gauge,,,,Total number of hits on trending search terms.,0,iboss,trending hits,,
iboss.web.user.total_block_count,gauge,,,,Total number of blocks per user.,0,iboss,user blocks,,
iboss.web.user.total_hit_count,gauge,,,,Total number of hits per user.,0,iboss,user hits,,
iboss.web.user.total_malware_count,gauge,,,,Total number of malware incidents per user.,0,iboss,user malware,,
iboss.web.user.usetime,gauge,,millisecond,,User activity time.,0,iboss,user time,,
iboss.zero_trust.asset.average_confidence_score,gauge,,,,Average confidence score for assets.,0,iboss,asset conf score,,
iboss.zero_trust.asset.traffic,gauge,,byte,,Traffic volume per asset.,0,iboss,asset traffic,,
iboss.zero_trust.asset.transactions,gauge,,,,Total number of transactions per asset.,0,iboss,asset txns,,
iboss.zero_trust.policy_action.traffic,gauge,,byte,,Traffic volume per policy action.,0,iboss,policy traffic,,
iboss.zero_trust.policy_action.transactions,gauge,,,,Total number of transactions per policy action.,0,iboss,policy txns,,
iboss.zero_trust.resource.average_confidence_score,gauge,,,,Average confidence score for resources.,0,iboss,resource conf score,,
iboss.zero_trust.resource.traffic,gauge,,byte,,Traffic volume per resource.,0,iboss,resource traffic,,
iboss.zero_trust.resource.transactions,gauge,,,,Total number of transactions per resource.,0,iboss,resource txns,,
iboss.zero_trust.resource_category.traffic,gauge,,byte,,Traffic volume per resource category.,0,iboss,res cat traffic,,
iboss.zero_trust.resource_category.transactions,gauge,,,,Total number of transactions per resource category.,0,iboss,res cat txns,,
iboss.zero_trust.resource_location.traffic,gauge,,byte,,Traffic volume per resource location.,0,iboss,res loc traffic,,
iboss.zero_trust.resource_location.transactions,gauge,,,,Total number of transactions per resource location.,0,iboss,res loc txns,,
iboss.zero_trust.resource_type.traffic,gauge,,byte,,Traffic volume per resource type.,0,iboss,res type traffic,,
iboss.zero_trust.resource_type.transactions,gauge,,,,Total number of transactions per resource type.,0,iboss,res type txns,,
iboss.zero_trust.total_asset_count,gauge,,,,Total number of assets monitored.,0,iboss,assets,,
iboss.zero_trust.total_resource_count,gauge,,,,Total number of resources monitored.,0,iboss,resources,,
iboss.zero_trust.total_user_count,gauge,,,,Total number of users monitored.,0,iboss,users,,
iboss.zero_trust.traffic,gauge,,byte,,Traffic volume analyzed.,0,iboss,zero trust traffic,,
iboss.zero_trust.transactions,gauge,,,,Total number of transactions processed.,0,iboss,txns,,
iboss.zero_trust.user.average_confidence_score,gauge,,,,Average confidence score for users.,0,iboss,user conf score,,
iboss.zero_trust.user.traffic,gauge,,byte,,Traffic volume per user.,0,iboss,user traffic,,
iboss.zero_trust.user.transactions,gauge,,,,Total number of transactions per user.,0,iboss,user txns,,
