metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
presto.execution.abandoned_queries.one_minute.count,gauge,10,query,,Abandoned queries - one minute count.,0,presto,abandoned queries one minute count,
presto.execution.abandoned_queries.one_minute.rate,gauge,10,query,second,Abandoned queries - one minute rate.,0,presto,abandoned queries one minute rate,
presto.execution.abandoned_queries.total_count,gauge,10,query,,Abandoned queries - total count.,0,presto,abandoned queries total count,
presto.execution.canceled_queries.one_minute.count,gauge,10,query,,Canceled queries - one minute count.,-1,presto,canceled queries one minute count,
presto.execution.canceled_queries.one_minute.rate,gauge,10,query,second,Canceled queries - one minute queries per second.,-1,presto,canceled queries one minute rate,
presto.execution.canceled_queries.total_count,gauge,10,query,,Canceled queries - total count.,-1,presto,canceled queries total count,
presto.execution.completed_queries.one_minute.count,gauge,10,query,,Completed queries - one minute count.,0,presto,completed queries one minute count,
presto.execution.completed_queries.one_minute.rate,gauge,10,query,second,Completed queries - one minute queries per second.,0,presto,completed queries one minute rate,
presto.execution.completed_queries.total_count,gauge,10,query,,Completed queries - total count.,0,presto,completed queries total count,
presto.execution.consumed_cpu_time_secs.one_minute.count,gauge,10,second,,CPU (processing) time consumed - one minute count (seconds).,-1,presto,consumed cpu time secs one minute count,
presto.execution.consumed_cpu_time_secs.one_minute.rate,gauge,10,second,,CPU (processing) time consumed - one minute rate.,-1,presto,consumed cpu time secs one minute rate,
presto.execution.consumed_cpu_time_secs.total_count,gauge,10,second,,CPU (processing) time consumed - total count (seconds).,-1,presto,consumed cpu time secs total count,
presto.execution.cpu_input_byte_rate.all_time.avg,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time average bytes per second.,-1,presto,cpu input byte rate all time avg,
presto.execution.cpu_input_byte_rate.all_time.p75,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time bytes per second - p75.,-1,presto,cpu input byte rate all time p75,
presto.execution.cpu_input_byte_rate.all_time.p95,gauge,10,byte,second,Distribution of query input data rates (cpu) - all time bytes per second - p95.,-1,presto,cpu input byte rate all time p95,
presto.execution.cpu_input_byte_rate.one_minute.avg,gauge,10,byte,second,Distribution of query input data rates (cpu) - one minute average bytes per second.,-1,presto,cpu input byte rate avg,
