metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
system.disk.free,gauge,,byte,,The amount of disk space that is free.,1,system,disk free,
system.disk.in_use,gauge,,fraction,,The amount of disk space in use as a percent of the total.,-1,system,disk in use,
system.disk.read_time,count,,millisecond,,The time in ms spent reading per device,0,system,disk read time,
system.disk.read_time_pct,rate,,percent,,Percent of time spent reading from disk.,0,system,disk read time pct,
system.disk.total,gauge,,byte,,The total amount of disk space.,0,system,disk total,
system.disk.used,gauge,,byte,,The amount of disk space in use.,-1,system,disk used,
system.disk.utilized,gauge,,percent,,The amount of disk space in use as a percentage of the total.,-1,system,disk utilized,
system.disk.write_time,count,,millisecond,,The time in ms spent writing per device.,0,system,disk write time,
system.disk.write_time_pct,rate,,percent,,Percent of time spent writing to disk.,0,system,disk write time pct,
system.fs.inodes.free,gauge,,inode,,The number of free inodes.,1,system,inodes free,
system.fs.inodes.in_use,gauge,,fraction,,The number of inodes in use as a percent of the total.,-1,system,inodes in use,
system.fs.inodes.total,gauge,,inode,,The total number of inodes.,0,system,inodes total,
system.fs.inodes.used,gauge,,inode,,The number of inodes in use.,-1,system,inodes used,
system.fs.inodes.utilized,gauge,,percent,,The number of inodes in use as a percentage of the total.,-1,system,inodes utilized,
