metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
jenkins.job.duration,gauge,,second,,The duration of a job,-1,jenkins,jenkins job dur
jenkins.job.completed,gauge,,event,,The count of completed jobs,0,jenkins,jenkins job compl
