metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
network.http.response_time,gauge,,second,,"The response time of an HTTP request to a given URL. The metric is tagged with the URL, such as `url:http://example.com`. When `enable_http_outcome_tag` is set to `true`, the metric is also tagged with `http_outcome`, set to the HTTP status code of the response.",-1,network,http resp time,,"url,instance,http_outcome"
network.http.can_connect,gauge,,,,"Whether the check reported the endpoint as up, where `1` is up and `0` is down. The metric is tagged with the URL, such as `url:http://example.com`. When `enable_http_outcome_tag` is set to `true`, the metric is also tagged with `http_outcome`, set to the HTTP status code of the response or the reason why no response was received.",0,network,http can connect,,"url,instance,http_outcome"
network.http.cant_connect,gauge,,,,"Whether the check reported the endpoint as down, where `1` is down and `0` is up. The metric is tagged with the URL, such as `url:http://example.com`. When `enable_http_outcome_tag` is set to `true`, the metric is also tagged with `http_outcome`, set to the HTTP status code of the response or the reason why no response was received.",0,network,http cannot connect,,"url,instance,http_outcome"
http.ssl.days_left,gauge,,day,,Number of days until the SSL certificate expires,1,network,days till expiration,,"url,instance"
http.ssl.seconds_left,gauge,,second,,Number of seconds until the SSL certificate expires,1,network,seconds till expiration,,"url,instance"
